State,Constituency,Date Of Election,Candidate,Candidate ID,Party,Age,Sex,Category
HARYANA,AMBALA,4/10/2014,Rattan Lal Kataria,89,BJP,62,M,SC
HARYANA,BHIWANI-MAHENDRAGARH,4/10/2014,Dharambir,865,BJP,59,M,GEN
HARYANA,FARIDABAD,4/10/2014,Krishan Pal,1047,BJP,57,M,GEN
HARYANA,GURGAON,4/10/2014,Inderjit Singh,1046,BJP,64,M,GEN
HARYANA,HISAR,4/10/2014,Dushyant Chautala,201,INLD,26,M,GEN
HARYANA,KARNAL,4/10/2014,Ashwini Kumar,1052,BJP,57,M,GEN
HARYANA,KURUKSHETRA,4/10/2014,Rajkumar Saini,90,BJP,60,M,GEN
HARYANA,ROHTAK,4/10/2014,Deepender Singh,1268,INC,36,M,GEN
HARYANA,SIRSA,4/10/2014,Charanjeet Singh,1056,INLD,43,M,SC
HARYANA,SONIPAT,4/10/2014,Ramesh Kaushik,91,BJP,54,M,GEN
HIMACHAL PRADESH,HAMIRPUR,5/7/2014,Anurag Singh Thakur,7997,BJP,39,M,GEN
HIMACHAL PRADESH,KANGRA,5/7/2014,Shanta Kumar,8469,BJP,79,M,GEN
HIMACHAL PRADESH,MANDI,5/7/2014,Ram Swaroop Sharma,8353,BJP,55,M,GEN
HIMACHAL PRADESH,SHIMLA,5/7/2014,Virender Kashyap,8307,BJP,63,M,SC
JAMMU & KASHMIR,ANANTNAG,4/24/2014,Mehbooba Mufti,4146,JKPDP,54,F,GEN
JAMMU & KASHMIR,BARAMULLA,5/7/2014,Muzaffar Hussain Baig,8467,JKPDP,67,M,GEN
JAMMU & KASHMIR,JAMMU,4/10/2014,Jugal Kishore,881,BJP,51,M,GEN
JAMMU & KASHMIR,LADAKH,5/7/2014,Thupstan Chhewang,8304,BJP,67,M,GEN
JAMMU & KASHMIR,SRINAGAR,4/30/2014,Tariq Hameed Karra,6815,JKPDP,58,M,GEN
JAMMU & KASHMIR,UDHAMPUR,4/17/2014,Dr. Jitendra Singh,2778,BJP,57,M,GEN
JHARKHAND,CHATRA,4/10/2014,Sunil Kumar Singh,1230,BJP,52,M,GEN
JHARKHAND,DHANBAD,4/24/2014,Pashupati Nath Singh,4701,BJP,65,M,GEN
JHARKHAND,DUMKA,4/24/2014,Shibu Soren,4160,JMM,68,M,ST
JHARKHAND,GIRIDIH,4/17/2014,Ravindra Kumar Pandey,2814,BJP,55,M,GEN
JHARKHAND,GODDA,4/24/2014,Nishikant Dubey,4164,BJP,42,M,GEN
JHARKHAND,HAZARIBAGH,4/17/2014,Jayant Sinha,2835,BJP,50,M,GEN
JHARKHAND,KHUNTI,4/17/2014,Karia Munda,2863,BJP,77,M,ST
JHARKHAND,KODARMA,4/10/2014,Ravindra Kumar Ray,47,BJP,50,M,GEN
JHARKHAND,LOHARDAGA,4/10/2014,Sudarshan Bhagat,481,BJP,45,M,ST
JHARKHAND,PALAMAU,4/10/2014,Vishnu Dayal Ram,488,BJP,62,M,SC
JHARKHAND,RAJMAHAL,4/24/2014,Vijay Kumar Hansdak,4170,JMM,31,M,ST
JHARKHAND,RANCHI,4/17/2014,Ramtahal Choudhary,2875,BJP,72,M,GEN
JHARKHAND,SINGHBHUM,4/17/2014,Laxman Giluwa,2887,BJP,52,M,ST
KARNATAKA,BAGALKOT,4/17/2014,P.C. Gaddigoudar,1218,BJP,61,M,GEN
KARNATAKA,BANGALORE CENTRAL,4/17/2014,P.C. Mohan,187,BJP,50,M,GEN
KARNATAKA,BANGALORE NORTH,4/17/2014,D.V. Sadananda Gowda,1224,BJP,61,M,GEN
KARNATAKA,BANGALORE RURAL,4/17/2014,D.K.Suresh,1090,INC,47,M,GEN
KARNATAKA,BANGALORE SOUTH,4/17/2014,Ananth Kumar,189,BJP,54,M,GEN
KARNATAKA,BELGAUM,4/17/2014,Suresh Angadi,1181,BJP,58,M,GEN
KARNATAKA,BELLARY,4/17/2014,B Sreeramulu,2162,BJP,43,M,ST
KARNATAKA,BIDAR,4/17/2014,Bhagwanth,2141,BJP,46,M,GEN
KARNATAKA,BIJAPUR,4/17/2014,Ramesh Jigajinagi,840,BJP,64,M,SC
KARNATAKA,CHAMARAJANAGAR,4/17/2014,R. Dhruvanarayana,863,INC,53,M,SC
KARNATAKA,CHIKKBALLAPUR,4/17/2014,M Veerappa Moily,402,INC,74,M,GEN
KARNATAKA,CHIKKODI,4/17/2014,Prakash Hukkeri,1815,INC,67,M,GEN
KARNATAKA,CHITRADURGA,4/17/2014,B.N.Chandrappa,1085,INC,58,M,SC
KARNATAKA,DAKSHINA KANNADA,4/17/2014,Nalin Kumar Katil,1221,BJP,48,M,GEN
KARNATAKA,DAVANAGERE,4/17/2014,G.M. Siddeshwara,1220,BJP,61,M,GEN
KARNATAKA,DHARWAD,4/17/2014,Pralhad Joshi,1075,BJP,51,M,GEN
KARNATAKA,GULBARGA,4/17/2014,Mallikarjun Kharge,358,INC,72,M,SC
KARNATAKA,HASSAN,4/17/2014,H.D. Devegowda,2613,JD(S),81,M,GEN
KARNATAKA,HAVERI,4/17/2014,Udasi Shivakumar Channabasappa,1070,BJP,47,M,GEN
KARNATAKA,KOLAR,4/17/2014,K H Muniyappa,126,INC,67,M,SC
KARNATAKA,KOPPAL,4/17/2014,Sanganna A. Karadi,1186,BJP,59,M,GEN
KARNATAKA,MANDYA,4/17/2014,C.S.Puttaraju,1088,JD(S),50,M,GEN
KARNATAKA,MYSORE,4/17/2014,Prathap Simha,1216,BJP,37,M,GEN
KARNATAKA,RAICHUR,4/17/2014,B.V.Nayak,2120,INC,48,M,ST
KARNATAKA,SHIMOGA,4/17/2014,B.S. Yeddyurappa,399,BJP,71,M,GEN
KARNATAKA,TUMKUR,4/17/2014,S.P.Muddahanumegowda,605,INC,59,M,GEN
KARNATAKA,UDUPI CHIKMAGALUR,4/17/2014,Shobha Karandlaje,182,BJP,47,F,GEN
KARNATAKA,UTTARA KANNADA,4/17/2014,Anantkumar Hegde,398,BJP,46,M,GEN
KERALA,ALAPPUZHA,4/10/2014,K C Venugopal,327,INC,51,M,GEN
KERALA,ALATHUR,4/10/2014,P.K.Biju,1900,CPI(M),39,M,SC
KERALA,ATTINGAL,4/10/2014,A Sampath,340,CPI(M),51,M,GEN
KERALA,CHALAKUDY,4/10/2014,Innocent,290,IND,66,M,GEN
KERALA,ERNAKULAM,4/10/2014,K.V. Thomas,6,INC,67,M,GEN
KERALA,IDUKKI,4/10/2014,Adv.Joice George,712,IND,44,M,GEN
KERALA,KANNUR,4/10/2014,P K Sreemathi,255,CPI(M),64,F,GEN
KERALA,KASARAGOD,4/10/2014,P Karunakaran,251,CPI(M),69,M,GEN
KERALA,KOLLAM,4/10/2014,N.K.Premachandran,14,RSP,53,M,GEN
KERALA,KOTTAYAM,4/10/2014,Jose K Mani,11,KC(M),49,M,GEN
KERALA,KOZHIKODE,4/10/2014,M .K Raghavan,961,INC,61,M,GEN
KERALA,MALAPPURAM,4/10/2014,E. Ahamed,279,IUML,76,M,GEN
KERALA,MAVELIKKARA,4/10/2014,Kodikunnil Suresh,13,INC,52,M,SC
KERALA,PALAKKAD,4/10/2014,M B Rajesh,1889,CPI(M),43,M,GEN
KERALA,PATHANAMTHITTA,4/10/2014,Anto Antony,964,INC,57,M,GEN
KERALA,PONNANI,4/10/2014,E. T. Mohammed Basheer,273,IUML,67,M,GEN
KERALA,THIRUVANANTHAPURAM,4/10/2014,Dr. Shashi Tharoor,64,INC,58,M,GEN
KERALA,THRISSUR,4/10/2014,C N Jayadevan,297,CPI,63,M,GEN
KERALA,VADAKARA,4/10/2014,Mullappally Ramachandran,260,INC,67,M,GEN
KERALA,WAYANAD,4/10/2014,M I Shanavas,960,INC,62,M,GEN
LAKSHADWEEP,LAKSHADWEEP,4/10/2014,Mohammed Faizal.P.P,21,NCP,38,M,ST
