id,name,person_name,designation
15293,"Jaiprakash Associates Ltd","A K Sahoo","Nominee (LIC)"
15293,"Jaiprakash Associates Ltd","R N Bhardwaj",Director
15293,"Jaiprakash Associates Ltd","B Samal","Nominee (IDBI)"
15293,"Jaiprakash Associates Ltd","S C Bhargava",Director
15293,"Jaiprakash Associates Ltd","B K Goswami",Director
15293,"Jaiprakash Associates Ltd","Gopi K Arora",Director
15293,"Jaiprakash Associates Ltd","B K Taparia",Director
15293,"Jaiprakash Associates Ltd","R N Bhardwaj",Director
15293,"Jaiprakash Associates Ltd","S C Gupta",Director
15293,"Jaiprakash Associates Ltd","S C Bhargava",Director
15293,"Jaiprakash Associates Ltd","B K Goswami",Director
15293,"Jaiprakash Associates Ltd","Sunny Gaur","Managing Director"
15293,"Jaiprakash Associates Ltd","Pankaj Gaur","Joint Managing Director"
15293,"Jaiprakash Associates Ltd","B K Taparia",Director
15293,"Jaiprakash Associates Ltd","R K Singh","Whole-time Director"
15293,"Jaiprakash Associates Ltd","S C Gupta",Director
15293,"Jaiprakash Associates Ltd","Ranvijay singh","Whole-time Director"
15293,"Jaiprakash Associates Ltd","M S Srivastava",Director
15293,"Jaiprakash Associates Ltd","Shyam Datt Nailwal","Director (Finance)"
15293,"Jaiprakash Associates Ltd","Sunny Gaur","Managing Director"
15293,"Jaiprakash Associates Ltd","Harish K Vaid","Company Secretary"
15293,"Jaiprakash Associates Ltd","Pankaj Gaur","Joint Managing Director"
15293,"Jaiprakash Associates Ltd","V K Chopra",Director
15293,"Jaiprakash Associates Ltd","R K Singh","Whole-time Director"
15293,"Jaiprakash Associates Ltd","B Samal",Director
15293,"Jaiprakash Associates Ltd","Ranvijay singh","Whole-time Director"
15293,"Jaiprakash Associates Ltd","S D Nailwal","Director (Finance)"
15293,"Jaiprakash Associates Ltd","Rahul Kumar","Whole Time Director & CFO"
15293,"Jaiprakash Associates Ltd","V K Chopra",Director
15293,"Jaiprakash Associates Ltd","Viney Kumar","Nominee (IDBI)"
15293,"Jaiprakash Associates Ltd","B Samal",Director
15293,"Jaiprakash Associates Ltd","Homai A Daruwalla","Independent Director"
15330,"Bharti Hexacom Ltd","Akhil Gupta",Director
15330,"Bharti Hexacom Ltd","Sarvjit Singh Dhillon",Director
15330,"Bharti Hexacom Ltd","Nikhil Kulshreshtha","Company Secretary"
15473,"IBM India Pvt Ltd","Amit Sharma",Director
15473,"IBM India Pvt Ltd","Kalpana Margabandhu",Director
15473,"IBM India Pvt Ltd","Yogesh Dayal",Director
15473,"IBM India Pvt Ltd","Raghunandana Srinivaschar Kadambi",Director
15473,"IBM India Pvt Ltd","Shanker Annaswamy","Managing Director"
15473,"IBM India Pvt Ltd","Ganesh Margabandhu",Director
15473,"IBM India Pvt Ltd","Sathish Khatu",Director
15473,"IBM India Pvt Ltd","Rajesh Nambiar",Director
15473,"IBM India Pvt Ltd","Anita Sanghi",Director
15473,"IBM India Pvt Ltd","Ramanan Ravikumar",Director
15473,"IBM India Pvt Ltd","Robert Edgar Anthony Parker",Director
15473,"IBM India Pvt Ltd","Chandrasekhar Sripada",Director
15473,"IBM India Pvt Ltd","Subhashree Sridharan","Company Secretary"
15542,"Bharti Airtel Ltd","Sunil Bharti Mittal","Chairman & Managing Director"
15542,"Bharti Airtel Ltd","Akhil Gupta",Director
15542,"Bharti Airtel Ltd","Ajay Lal",Director
15542,"Bharti Airtel Ltd","Chua Sock Koong",Director
15542,"Bharti Airtel Ltd","N Kumar",Director
15542,"Bharti Airtel Ltd","Pulak Chandan Prasad",Director
15542,"Bharti Airtel Ltd","Rajan Bharti Mittal",Director
15542,"Bharti Airtel Ltd","Rakesh Bharti Mittal",Director
15542,"Bharti Airtel Ltd","Manoj Kohli","Joint Managing Director & CEO"
15542,"Bharti Airtel Ltd","Nikesh Arora",Director
15542,"Bharti Airtel Ltd","Craig Ehrlich",Director
15542,"Bharti Airtel Ltd","Tan Yong Choo",Director
15542,"Bharti Airtel Ltd","H E Salim Ahmed Salim","Non-Exec. & Independent Dir."
15542,"Bharti Airtel Ltd","Lord Evan Mervyn Davies",Director
15542,"Bharti Airtel Ltd","Hui Weng Cheong",Director
15542,"Bharti Airtel Ltd","Tsun Yan Hsieh",Director
15542,"Bharti Airtel Ltd","Mukesh Bhavnani","Company Secretary"
15631,"Amtek India Ltd","Arvind Dham",Chairman
15631,"Amtek India Ltd","Gautam Malhotra","Managing Director"
15631,"Amtek India Ltd","K T James",Director
15631,"Amtek India Ltd","D S Malik",Director
15631,"Amtek India Ltd","Shekhar Gupta",Director
15631,"Amtek India Ltd","Chetan Vimal Kumar Shah",Director
15631,"Amtek India Ltd","Shallu Suryavanshi","Company Secretary"
15823,"Essar Constructions India Ltd","B R Deb Purakayastha","Company Secretary"
15823,"Essar Constructions India Ltd","S N Ruia",Director
15823,"Essar Constructions India Ltd","S V Venkatesan",Director
15823,"Essar Constructions India Ltd","T K Nagaraj",Director
15823,"Essar Constructions India Ltd","V N Paradkar","Whole-time Director"
15823,"Essar Constructions India Ltd","Rewant R Ruia",Director
15841,"Handicrafts & Handlooms Exports Corp Of India Ltd","K K Sinha","Chairman & Managing Director"
15841,"Handicrafts & Handlooms Exports Corp Of India Ltd","Nirmal Sinha","Director (Finance)"
15853,"Gujarat State Petroleum Corporation Ltd","Achal Kumar Joti",Chairman
15853,"Gujarat State Petroleum Corporation Ltd","Manmohan Srivastava","Additional Director"
15853,"Gujarat State Petroleum Corporation Ltd","Kuniyil Kailashnathan",Director
15853,"Gujarat State Petroleum Corporation Ltd","Jagatheesa Pandian",Director
15853,"Gujarat State Petroleum Corporation Ltd","Paloor V Swaminathan",Director
15853,"Gujarat State Petroleum Corporation Ltd","Suresh Mathur",Director
15853,"Gujarat State Petroleum Corporation Ltd","Urjit Patel",Director
15853,"Gujarat State Petroleum Corporation Ltd","Yogesh B Sinha",Director
15853,"Gujarat State Petroleum Corporation Ltd","N Ravichandran",Director
15853,"Gujarat State Petroleum Corporation Ltd","T Harinarayana",Director
15853,"Gujarat State Petroleum Corporation Ltd","Tapan Ray","Managing Director"
15853,"Gujarat State Petroleum Corporation Ltd","Sandeep Dave","Company Secretary"
15853,"Gujarat State Petroleum Corporation Ltd","P K Pujari",Director
15962,"Tractors & Farm Equipment Ltd","N Srinivasan",Director
15962,"Tractors & Farm Equipment Ltd","Mallika Srinivasan",Director
15962,"Tractors & Farm Equipment Ltd","M L S Rao",Director
15962,"Tractors & Farm Equipment Ltd","V P Ahuja",Director
15962,"Tractors & Farm Equipment Ltd","Hubertus M Muehlhaeuser",Director
15962,"Tractors & Farm Equipment Ltd","R C Banka",Director
15962,"Tractors & Farm Equipment Ltd","P B Sampath",Secretary
15992,"Aircel Ltd","Chan Chee Beng",Director
15992,"Aircel Ltd","Sandip Das",Director
15992,"Aircel Ltd","R Vijayakrishnan","Company Secretary"
15992,"Aircel Ltd","Suneeta Reddy",Chairperson
15992,"Aircel Ltd","Raghvendra Madhav",Director
15992,"Aircel Ltd","Ameen A Fahad Al Shiddi",Director
15992,"Aircel Ltd","Medha Vinay Joshi",Nominee
16012,"Tulip Telecom Ltd","Hardeep Singh Bedi","Chairman & Managing Director"
16012,"Tulip Telecom Ltd","Deepinder Singh Bedi","Executive Director"
16012,"Tulip Telecom Ltd","Chandrahas Kutty",Director
16012,"Tulip Telecom Ltd","Rajesh Gulshan",Director
16012,"Tulip Telecom Ltd","A N Sinha",Director
16012,"Tulip Telecom Ltd","Vinod Chander Sinha",Director
16012,"Tulip Telecom Ltd","Jagdish Patra","Company Secretary"
16138,"Tamilnadu State Marketing Corporation Ltd","S Malathi",Chairperson
16138,"Tamilnadu State Marketing Corporation Ltd","K Gnanadesikan",Director
16138,"Tamilnadu State Marketing Corporation Ltd","M Devaraj",Director
16138,"Tamilnadu State Marketing Corporation Ltd","J Radha Krishnan",Director
16138,"Tamilnadu State Marketing Corporation Ltd","P Seetharaman",Director
16166,"Godrej Agrovet Ltd","N B Godrej",Chairman
16166,"Godrej Agrovet Ltd","J N Godrej",Director
16166,"Godrej Agrovet Ltd","B S Yadav","Executive Director"
16166,"Godrej Agrovet Ltd","V M Crishna",Director
16166,"Godrej Agrovet Ltd","V V Chaubal","Company Secretary"
16166,"Godrej Agrovet Ltd","V V Chaubal","Company Secretary"
16166,"Godrej Agrovet Ltd","J N Godrej",Director
16166,"Godrej Agrovet Ltd","K N Petigara",Director
16166,"Godrej Agrovet Ltd","V M Crishna",Director
16166,"Godrej Agrovet Ltd","N B Godrej",Chairman
16166,"Godrej Agrovet Ltd","K N Petigara",Director
16166,"Godrej Agrovet Ltd","B S Yadav","Managing Director"
16166,"Godrej Agrovet Ltd","S L Anaokar",Director
16166,"Godrej Agrovet Ltd","Amit Choudhury",Director
16166,"Godrej Agrovet Ltd","A B Godrej",Director
16166,"Godrej Agrovet Ltd","Nisaba Godrej",Director
16166,"Godrej Agrovet Ltd","Tanya Dubash",Director
16233,"Gannon Dunkerley & Company Ltd","A C Burman",Director
16233,"Gannon Dunkerley & Company Ltd","C P Mehta",Chairman
16233,"Gannon Dunkerley & Company Ltd","Kamal M Morarka",Director
16233,"Gannon Dunkerley & Company Ltd","Narayandas Saraf",Director
16233,"Gannon Dunkerley & Company Ltd","R P Agarwal","General Manager & CS"
16233,"Gannon Dunkerley & Company Ltd","Parag C Mehta",Director
16233,"Gannon Dunkerley & Company Ltd","S B Sarkar","Executive Director"
16277,"Parle Products Pvt Ltd","Vijay K Chauhan","Managing Director"
16277,"Parle Products Pvt Ltd","Raj K Chauhan","Managing Director"
16277,"Parle Products Pvt Ltd","Arup S Chauhan","Executive Director"
16277,"Parle Products Pvt Ltd","Sharad P Chauhan","Managing Director"
16277,"Parle Products Pvt Ltd","Ajay V Chauhan","Executive Director"
16486,"Hyundai Motor India Ltd","Heung Soo Lheem","Managing Director"
16486,"Hyundai Motor India Ltd","Han Woo Park","Executive Director"
16486,"Hyundai Motor India Ltd","J Lakshmi","Company Secretary"
16486,"Hyundai Motor India Ltd","Wang Sik Min","Additional Director"
16486,"Hyundai Motor India Ltd","Tae Hwan Chung","Additional Director"
16486,"Hyundai Motor India Ltd","Ho Ll Lee","Additional Director"
16500,"Gayatri Projects Ltd","T Indira Reddy",Chairperson
16500,"Gayatri Projects Ltd","T V Sandeep Kumar Reddy","Managing Director"
16500,"Gayatri Projects Ltd","J Brij Mohan Reddy","Executive Vice Chairman"
16500,"Gayatri Projects Ltd","G Siva Kumar Reddy",Director
16500,"Gayatri Projects Ltd","V L Moorthy",Director
16500,"Gayatri Projects Ltd","Ch Hari Vittal Rao",Director
16500,"Gayatri Projects Ltd","I V Lakshmi","Company Secretary"
16577,"STCL Ltd","Arvind Pandalai",Chairman
16577,"STCL Ltd","K C Ponnana","Managing Director"
16577,"STCL Ltd","N K Nirmal",Director
16577,"STCL Ltd","T Srinidhi",Director
16706,"Savex Computers Ltd","Anil I Jagasia","Managing Director"
16706,"Savex Computers Ltd","Anuradha Jagasia",Director
16706,"Savex Computers Ltd","Devang Pandya",Director
16706,"Savex Computers Ltd","Jayant Goradia",Director
16795,"Mahindra & Mahindra Financial Services Ltd","Bharat N Doshi",Chairman
16795,"Mahindra & Mahindra Financial Services Ltd","Uday Y Phadke",Director
16795,"Mahindra & Mahindra Financial Services Ltd","Dhananjay Mungale",Director
16795,"Mahindra & Mahindra Financial Services Ltd","Manohar G Bhide",Director
16795,"Mahindra & Mahindra Financial Services Ltd","Piyush Mankad",Director
16795,"Mahindra & Mahindra Financial Services Ltd","Ramesh Iyer","Managing Director"
16795,"Mahindra & Mahindra Financial Services Ltd","Rama Bijapurkar",Director
16795,"Mahindra & Mahindra Financial Services Ltd","Arnavaz M Pardiwala","Company Secretary"
16795,"Mahindra & Mahindra Financial Services Ltd","Pawan Kumar Goenka",Director
16940,"Delhi Metro Rail Corporation Ltd","M Ramachandran",Chairman
16940,"Delhi Metro Rail Corporation Ltd","E Sreedharan","Managing Director"
16940,"Delhi Metro Rail Corporation Ltd","Rakesh Mehta",Director
16940,"Delhi Metro Rail Corporation Ltd","Rakesh Chopra",Director
16940,"Delhi Metro Rail Corporation Ltd","Ashok Kumar Nigam",Director
16940,"Delhi Metro Rail Corporation Ltd","Vilasini Ramachandran",Director
16940,"Delhi Metro Rail Corporation Ltd","V V Bhat",Director
16940,"Delhi Metro Rail Corporation Ltd","R C Mishra",Director
16940,"Delhi Metro Rail Corporation Ltd","R K Verma",Director
16940,"Delhi Metro Rail Corporation Ltd","Ramesh Chandra",Director
16940,"Delhi Metro Rail Corporation Ltd","Satish Kumar","Director (Electrical)"
16940,"Delhi Metro Rail Corporation Ltd","R N Joshi","Director (Finance)"
16940,"Delhi Metro Rail Corporation Ltd","Raj Kumar","Director (Operation)"
16940,"Delhi Metro Rail Corporation Ltd","H S Anand","Director (Rolling Stock)"
16940,"Delhi Metro Rail Corporation Ltd","Mangu Singh","Director (Works)"
16940,"Delhi Metro Rail Corporation Ltd","P K Gupta","Company Secretary"
17136,"J K Cements Ltd","Gaur Hari Singhania",Chairman
17136,"J K Cements Ltd","Yadupati Singhania","Managing Director & CEO"
17136,"J K Cements Ltd","Ashok Sharma",Director
17136,"J K Cements Ltd","Achintya Karati",Director
17136,"J K Cements Ltd","Jyoti Prasad Bajpai",Director
17136,"J K Cements Ltd","Kailash Nath Khandelwal",Director
17136,"J K Cements Ltd","Raj Kumar Lohia",Director
17136,"J K Cements Ltd","Jayant Narayan Godbole",Director
17136,"J K Cements Ltd","Krishna Bihari Agarwal",Director
17136,"J K Cements Ltd","Suparas Bhandari",Director
17136,"J K Cements Ltd","Shambhu Singh","Company Secretary"
17157,"Cargill India Private Ltd","Jitesh Avlani","Additional Director"
17157,"Cargill India Private Ltd","Ram Narayan",Director
17157,"Cargill India Private Ltd","Parveen K Adlakha","Company Secretary"
17215,"Tech Mahindra Ltd","Anand G Mahindra",Chairman
17215,"Tech Mahindra Ltd","Vineet Nayyar","Vice Chairman & M.D."
17215,"Tech Mahindra Ltd","Akash Paul",Director
17215,"Tech Mahindra Ltd","Anupam Puri",Director
17215,"Tech Mahindra Ltd","B H Wani",Director
17215,"Tech Mahindra Ltd","Bharat N Doshi",Director
17215,"Tech Mahindra Ltd","M Damodaran",Director
17215,"Tech Mahindra Ltd","Paul Zuckerman",Director
17215,"Tech Mahindra Ltd","Raj Reddy",Director
17215,"Tech Mahindra Ltd","Ravindra Kulkarni",Director
17215,"Tech Mahindra Ltd","Ulhas N Yargop",Director
17215,"Tech Mahindra Ltd","Anil Khatri","Company Secretary"
17215,"Tech Mahindra Ltd","C P Gurnani","Managing Director"
17416,"Polaris Financial Technology Ltd","Arun Jain","Chairman and MD & CEO"
17416,"Polaris Financial Technology Ltd","Abhay Agarwal",Director
17416,"Polaris Financial Technology Ltd","Arvind Kumar",Director
17416,"Polaris Financial Technology Ltd","Raju Venkatraman",Director
17416,"Polaris Financial Technology Ltd","Ashok Jhunjhunwala",Director
17416,"Polaris Financial Technology Ltd","R C Bhargava",Director
17416,"Polaris Financial Technology Ltd","Satya Pal",Director
17416,"Polaris Financial Technology Ltd","B Muthusubramanian","Company Secretary"
17532,"Airports Authority of India","V P Agrawal",Chairman
17532,"Airports Authority of India","S N A Zaidi",Director
17532,"Airports Authority of India","E K Bharat Bhushan",Director
17532,"Airports Authority of India","Alok Sinha",Director
17532,"Airports Authority of India","Deepak Parekh",Director
17532,"Airports Authority of India","Sajjan Jindal",Director
17532,"Airports Authority of India","Arun L Bongirwar",Director
17532,"Airports Authority of India","P Seth",Director
17532,"Airports Authority of India","S C Chhatwal",Director
17532,"Airports Authority of India","K K Jha",Director
17532,"Airports Authority of India","M C Kishore","Executive Director & CS"
17532,"Airports Authority of India","S Raheja","Executive Director"
17808,"Adani Power Ltd","B B Tandon",Director
17808,"Adani Power Ltd","Rajesh S Adani","Managing Director & CEO"
17808,"Adani Power Ltd","Chinubhai R Shah",Director
17808,"Adani Power Ltd","Vijay Ranchan",Director
17808,"Adani Power Ltd","Gautam S Adani",Chairman
17808,"Adani Power Ltd","Rahul C Shah","Company Secretary"
17808,"Adani Power Ltd","Ravi Sharma","Executive Director"
17808,"Adani Power Ltd","Berjis Desai","Independent Director"
17808,"Adani Power Ltd","Vineet Jain","Executive Director"
18075,"Rural Electrification Corporation Ltd","Hari Das Khunteta","CMD & Director (Finance)"
18075,"Rural Electrification Corporation Ltd","Devender Singh","Nominee (Govt)"
18075,"Rural Electrification Corporation Ltd","P J Thakkar","Director (Technical)"
18075,"Rural Electrification Corporation Ltd","Rakesh K Arora","Company Secretary"
18075,"Rural Electrification Corporation Ltd","Devi Singh","Director(PartTime NonOfficial)"
18075,"Rural Electrification Corporation Ltd","Govinda Rao Marapalli","Director(PartTime NonOfficial)"
18075,"Rural Electrification Corporation Ltd","V Subramanian","Director(PartTime NonOfficial)"
18075,"Rural Electrification Corporation Ltd","Rajeev Sharma","Chairman & Managing Director"
18075,"Rural Electrification Corporation Ltd","Sunil Gupta","Director(PartTime NonOfficial)"
18105,"Larsen & Toubro Infotech Ltd","S Rama Iyer","Independent Addi. Director"
18105,"Larsen & Toubro Infotech Ltd","Samir Desai",Director
18105,"Larsen & Toubro Infotech Ltd","Y M Deosthalee",Director
18105,"Larsen & Toubro Infotech Ltd","Y M Deosthalee",Director
18105,"Larsen & Toubro Infotech Ltd","R N Mukhija",Director
18105,"Larsen & Toubro Infotech Ltd","V K Magapu",Director
18105,"Larsen & Toubro Infotech Ltd","V K Magapu",Director
18105,"Larsen & Toubro Infotech Ltd","A M Naik",Chairman
18105,"Larsen & Toubro Infotech Ltd","A M Naik",Director
18105,"Larsen & Toubro Infotech Ltd","R N Mukjija",Director
18105,"Larsen & Toubro Infotech Ltd","Samir T Desai",Director
18105,"Larsen & Toubro Infotech Ltd","S Rama Iyer",Director
18154,"Fiat India Automobiles Ltd","Ravi Kant",Chairman
18154,"Fiat India Automobiles Ltd","Alfredo Altavilla","Vice Chairman"
18154,"Fiat India Automobiles Ltd","Stefan Ketter",Director
18154,"Fiat India Automobiles Ltd","Harald Jacob Wester",Director
18154,"Fiat India Automobiles Ltd","Prakash Manjanath Telang",Director
18154,"Fiat India Automobiles Ltd","Clive Hichman",Director
18154,"Fiat India Automobiles Ltd","Giovanni Bartoli",Director
18154,"Fiat India Automobiles Ltd","Siverio Bonfiglioli",Director
18154,"Fiat India Automobiles Ltd","Anil Joshi","Company Secretary"
18277,"Gujarat State Electricity Corporation Ltd","D J Pandian",Chairman
18277,"Gujarat State Electricity Corporation Ltd","C L Meena",Director
18277,"Gujarat State Electricity Corporation Ltd","I P Gautam",Director
18277,"Gujarat State Electricity Corporation Ltd","L Chuaungo",Director
18277,"Gujarat State Electricity Corporation Ltd","H P Desai",Director
18277,"Gujarat State Electricity Corporation Ltd","B S Reuben",Director
18277,"Gujarat State Electricity Corporation Ltd","P H Rana","Managing Director"
18277,"Gujarat State Electricity Corporation Ltd","Vijay P Jani","Company Secretary"
18401,"Tata Steel Processing & Distribution Ltd","Sandipan Chakravortty","Managing Director"
18401,"Tata Steel Processing & Distribution Ltd","Frank Munoz",Chairman
18401,"Tata Steel Processing & Distribution Ltd","Rajeev Kumar Nahata","Company Secretary"
18401,"Tata Steel Processing & Distribution Ltd","Brian A Deck","Additional Director"
18401,"Tata Steel Processing & Distribution Ltd","Vivek Kamra","Additional Director"
18401,"Tata Steel Processing & Distribution Ltd","Terence R Rogers","Additional Director"
18401,"Tata Steel Processing & Distribution Ltd","N K Misra",Director
18488,"Torrent Power Ltd","Sudhir Mehta",Chairman
18488,"Torrent Power Ltd","S K Barua",Director
18488,"Torrent Power Ltd","Kiran Karnik",Director
18488,"Torrent Power Ltd","Samir Mehta","Executive Vice Chairman"
18488,"Torrent Power Ltd","Keki M Mistry",Director
18488,"Torrent Power Ltd","Pankaj Patel",Director
18488,"Torrent Power Ltd","Markand Bhatt","Whole-time Director"
18488,"Torrent Power Ltd","Murli Ranganathan","Whole-time Director"
18488,"Torrent Power Ltd","T P Vijayasarathy","Whole-time Director"
18488,"Torrent Power Ltd","Rajiv Shah","Company Secretary"
18488,"Torrent Power Ltd","D J Pandian","Additional Director"
18488,"Torrent Power Ltd","Jindal Mehta","Additional Director"
18488,"Torrent Power Ltd","V K Kukreja","Additional Director"
18569,"Tamil Nadu Civil Supplies Corporation Ltd","Lakshmi Pranesh",Director
18569,"Tamil Nadu Civil Supplies Corporation Ltd","M P Vijayakumar",Director
18569,"Tamil Nadu Civil Supplies Corporation Ltd","Ramesh Chand Meena",Director
18569,"Tamil Nadu Civil Supplies Corporation Ltd","V Gunalan","Chairman & Managing Director"
18593,"Andhra Pradesh Power Generation Corporation Ltd","A K Goel",Chairman
18593,"Andhra Pradesh Power Generation Corporation Ltd","K Vijayanand","Managing Director"
18593,"Andhra Pradesh Power Generation Corporation Ltd","Prabhakar Rao","Director (Finance)"
18593,"Andhra Pradesh Power Generation Corporation Ltd","G Adisheshu","Director (Hydel)"
18593,"Andhra Pradesh Power Generation Corporation Ltd","U G Krishna Murthy","Director (Technical)"
18593,"Andhra Pradesh Power Generation Corporation Ltd","C Radha Krishna","Director (Projects)"
18593,"Andhra Pradesh Power Generation Corporation Ltd","G Varman Rao","Director (Human Resources)"
18593,"Andhra Pradesh Power Generation Corporation Ltd","T Satyanarayana Rao",Director
18593,"Andhra Pradesh Power Generation Corporation Ltd","Aditya Nath Das",Director
18593,"Andhra Pradesh Power Generation Corporation Ltd","G Adinarayana","Company Secretary"
18683,"Procter & Gamble Home Products Ltd","S Khosla","Managing Director"
18683,"Procter & Gamble Home Products Ltd","D Acharya",Director
18683,"Procter & Gamble Home Products Ltd","Sachin Harlalka","Company Secretary"
18683,"Procter & Gamble Home Products Ltd","Tapan Buch","Additional Director"
18787,"LG Electronics India Pvt Ltd","M B Shin","Managing Director"
18787,"LG Electronics India Pvt Ltd","C S Lee",Director
18787,"LG Electronics India Pvt Ltd","Soon Seop Kung",Director
18787,"LG Electronics India Pvt Ltd","H C Moon","Alternate Director"
18787,"LG Electronics India Pvt Ltd","Pradeep Panda","Company Secretary"
19109,"Gitanjali Exports Corporation Ltd","Mehul C Choksi","Managing Director"
19109,"Gitanjali Exports Corporation Ltd","Priti M Choksi",Director
19109,"Gitanjali Exports Corporation Ltd","Sudir A. Mehta",Director
19109,"Gitanjali Exports Corporation Ltd",S.Krishnan,Director
19109,"Gitanjali Exports Corporation Ltd","Nishit Mehta",Director
19109,"Gitanjali Exports Corporation Ltd","Prakash Shah",Director
19109,"Gitanjali Exports Corporation Ltd","Saurabh Deshpande","Company Secretary"
19197,"Saint Gobain Glass India Ltd","A Y Mahajan",Chairman
19197,"Saint Gobain Glass India Ltd","B Santhanam","Managing Director"
19197,"Saint Gobain Glass India Ltd","L Venkateswaran","Company Secretary"
19197,"Saint Gobain Glass India Ltd","Oliver Francois Gabriel Bousquet",Director
19197,"Saint Gobain Glass India Ltd","R Subramanian","Whole-time Director"
19197,"Saint Gobain Glass India Ltd","S N Eisenhower",Director
19197,"Saint Gobain Glass India Ltd","Benoit D Iribarne",Director
19197,"Saint Gobain Glass India Ltd","Jean Pierre Floris",Director
19197,"Saint Gobain Glass India Ltd","Patrick Dupin",Director
19197,"Saint Gobain Glass India Ltd","J A Pereira",Director
19197,"Saint Gobain Glass India Ltd","T Bhaskaran","Whole-time Director"
19197,"Saint Gobain Glass India Ltd","S Eisenhower","Whole-time Director"
19197,"Saint Gobain Glass India Ltd","Mahadeo Achyut Puranik",Director
19299,"Alkem Laboratories Ltd","Samprada Singh",Chairman
19299,"Alkem Laboratories Ltd","P N Singh",Director
19299,"Alkem Laboratories Ltd","B N Singh","Managing Director"
19299,"Alkem Laboratories Ltd","N K Singh",Director
19299,"Alkem Laboratories Ltd","B P Singh",Director
19299,"Alkem Laboratories Ltd","D K Singh",Director
19440,"PPN Power Generating Company Pvt Ltd","Prathap C Reddy",Chairman
19440,"PPN Power Generating Company Pvt Ltd","Preetha Reddy",Director
19440,"PPN Power Generating Company Pvt Ltd","Deepak Vaidya",Director
19440,"PPN Power Generating Company Pvt Ltd","P Karthik Anand Reddy",Director
19440,"PPN Power Generating Company Pvt Ltd","Harshad Reddy",Director
19440,"PPN Power Generating Company Pvt Ltd","Y Yokota",Director
19440,"PPN Power Generating Company Pvt Ltd","Y Higashino","Alternate Director"
19440,"PPN Power Generating Company Pvt Ltd","K M Gupta",Director
19440,"PPN Power Generating Company Pvt Ltd","T L Paul",Director
19440,"PPN Power Generating Company Pvt Ltd","R M Avenenti","Alternate Director"
19440,"PPN Power Generating Company Pvt Ltd","G Venkatraman",Director
19440,"PPN Power Generating Company Pvt Ltd","A V Rammurty","Nominee (IDBI)"
19440,"PPN Power Generating Company Pvt Ltd","P Ramamoorthy","Nominee (LIC)"
19440,"PPN Power Generating Company Pvt Ltd","S Narayanan","Managing Director"
19440,"PPN Power Generating Company Pvt Ltd","P E Ramesh","Company Secretary"
19961,"Shoppers Stop Ltd","Chandru L Raheja",Chairman
19961,"Shoppers Stop Ltd","Ravi C Raheja",Director
19961,"Shoppers Stop Ltd","Neel C Raheja",Director
19961,"Shoppers Stop Ltd","Gulu L Mirchandani",Director
19961,"Shoppers Stop Ltd","Shahzaad S Dalal",Director
19961,"Shoppers Stop Ltd","Nitin Sanghavi",Director
19961,"Shoppers Stop Ltd","Deepak Ghaisas",Director
19961,"Shoppers Stop Ltd","B S Nagesh","Vice Chairman"
19961,"Shoppers Stop Ltd","Govind Shrikhande","Managing Director"
19961,"Shoppers Stop Ltd","Prashant Mehta","Company Secretary"
19961,"Shoppers Stop Ltd","Nirvik Singh",Director
19969,"Intas Pharmaceuticals Ltd","Hasmukh Chudgar",Chairman
19969,"Intas Pharmaceuticals Ltd","Binish Chudgar","Managing Director"
19969,"Intas Pharmaceuticals Ltd","Nimish H Chudgar","Managing Director"
19969,"Intas Pharmaceuticals Ltd","Urmish Chudgar","Managing Director"
19969,"Intas Pharmaceuticals Ltd","Sanjiv Kaul",Nominee
19969,"Intas Pharmaceuticals Ltd","Tilokchand P Ostwal",Director
19969,"Intas Pharmaceuticals Ltd","John G Goddard",Director
19969,"Intas Pharmaceuticals Ltd","Surender Kumar Tuteja",Director
19969,"Intas Pharmaceuticals Ltd","Nitin Potdar",Director
19969,"Intas Pharmaceuticals Ltd","Hemant Sheth",Director
19969,"Intas Pharmaceuticals Ltd","Manoj Nair","Company Secretary"
20058,"Triveni Engineering and Industries Ltd","Dhruv M Sawhney","Chairman & Managing Director"
20058,"Triveni Engineering and Industries Ltd","F C Kohli",Director
20058,"Triveni Engineering and Industries Ltd","K K Hazari",Director
20058,"Triveni Engineering and Industries Ltd","M K Daga",Director
20058,"Triveni Engineering and Industries Ltd","R C Sharma",Director
20058,"Triveni Engineering and Industries Ltd","Tarun Sawhney","Joint Managing Director"
20058,"Triveni Engineering and Industries Ltd","Nikhil Sawhney","Non Executive Director"
20058,"Triveni Engineering and Industries Ltd","Geeta Bhalla","Company Secretary"
20058,"Triveni Engineering and Industries Ltd","Shekhar Datta",Director
20067,"Vodafone Essar Mobile Services Ltd","John William Lorimer Otty",Director
20067,"Vodafone Essar Mobile Services Ltd","Vikash Saraf",Director
20067,"Vodafone Essar Mobile Services Ltd","Ravinder Takkar",Director
20067,"Vodafone Essar Mobile Services Ltd","Krishnan Seshan Iyer",Director
20067,"Vodafone Essar Mobile Services Ltd","Hari Gopalakrishnen","Company Secretary"
20067,"Vodafone Essar Mobile Services Ltd","Venkatesh Vishwanathan","Additional Director"
20076,"PTC India Ltd","T N Thakur","Chairman & Managing Director"
20076,"PTC India Ltd","Deepak Amitabh","Whole-time Director"
20076,"PTC India Ltd","A B L Srivastava",Director
20076,"PTC India Ltd","M K Goel",Director
