Candidate,Criminal Cases,Education,ID,Party,Total Assets,Total Liabilities,ConstituencyID
Ashok Pawar,1,12th Pass,2915,Samata Samadhan Party,4808000,600000,240
Badshah Khan,0,8th Pass,3917,Naya Daur Party,255000,0,240
Balbhadra Mishra,0,8th Pass,3916,Bhartiya Jan Yug Party,1802210,350000,240
Brajendra Gappu Chaturvedi,0,Post Graduate,3925,IND,890000,0,240
Daniel John,0,12th Pass,2918,IND,8081017,0,240
Gautam Shinde,0,Graduate Professional,3915,Apna Dal,633000,0,240
Gundesh Khambra,0,10th Pass,3922,IND,179000,0,240
J C Barai,0,10th Pass,2910,SUCI(C),3397000,0,240
Kesari Singh,0,Graduate,2916,IND,15325217,0,240
M C Mittal Jai Gurudeo Tatdhari,0,12th Pass,3926,IND,8070000,569170,240
Mahant Gopal Das Baba Shahab,0,Literate,3923,IND,108000,0,240
Master Sajid Siddiqui,0,Graduate Professional,3920,SDPI,3148467,0,240
Md. Ateek,0,Post Graduate,2914,Prajatantrik Samadhan Party,663000,0,240
Mehboob Khan,0,Graduate,3927,IND,6959000,525000,240
Mukesh Kumar Bansal,0,10th Pass,2908,Samta Vikas Party,36300,0,240
Peeyush Soni,0,12th Pass,2917,IND,639500,550,240
Prabhawati Shakya Khot,0,12th Pass,3924,IND,100000,0,240
Prakash Mangilal Sharma,5,Graduate Professional,2912,INC,27818657,1799934,240
Rachna Dhingra,3,Graduate Professional,2911,AAP,7192772,0,240
Rajaram Mehar,0,Post Graduate,3918,Proutist Sarva Samaj,1530000,0,240
Rajesh Keer,0,Graduate Professional,3919,Bahujan Mukti Party,2215850,15000,240
Satish Babu Naidu,0,10th Pass,3928,IND,142015,0,240
Shailendra Kumar Shaili,0,Post Graduate,2909,CPI,8582000,0,240
Sheeba Malik,3,12th Pass,2905,SP,5775435,0,240
Sunil Borse,0,10th Pass,2906,BSP,5058000,800000,240
Vijay Kumar Sen,1,Graduate,2913,CPI(ML) Red Star,34000,0,240
Abdul Wafati Ansari Urf Yuvraj Tailors,0,10th Pass,1540,Samata Party,1131000,1200000,230
Brmhadatta Mishra Urf Chote,0,12th Pass,1537,IND,2283500,0,230
Deoraj Singh Patel,0,Post Graduate,736,BSP,70149663,17924260,230
Girish Kumar Gautam,0,Post Graduate,1541,IND,381000,0,230
Janardan Mishra,0,Graduate,1536,IND,151000,0,230
Janardan Mishra,0,Graduate Professional,738,BJP,10156568,106977,230
Mangleshwar Bhaiya,0,12th Pass,1542,Naya Daur Party,760000,0,230
Prabhunath Prasad Saket,0,Doctorate,1535,IND,316246,0,230
Pramod Tiwari,0,Graduate,1533,Bhartiya Shakti Chetna Party,35000,0,230
Purnanand Tiwari,0,Post Graduate,737,AAP,1533286,0,230
R.D. Vishwkarma,0,10th Pass,1534,Apna Dal,1575000,0,230
Ram Kishan Nirat (Saket),1,Post Graduate,1544,RPI(A),897056,100000,230
Sunder Lal Tiwari,0,Graduate Professional,735,INC,45035366,349790,230
Vishv Nath Dwivedi,0,12th Pass,1539,IND,156000,0,230
Abdul Wahid I,0,Post Graduate,4290,IND,1800,0,377
Arumugam M,0,10th Pass,5693,IND,11075983,0,377
Chinnusamy N,0,5th Pass,7185,IND,451500,0,377
Govindaraju K,0,8th Pass,4295,IND,1745550,78214,377
Kandasamy R,0,10th Pass,4293,IND,31000,0,377
Kuppayee R,0,12th Pass,5695,IND,150000,0,377
M Ahamed Shahjahan,0,Post Graduate,3831,IND,4100000,0,377
Mass Ganesh A,0,10th Pass,5698,Thrinamool Tamil Nadu Congress,275100,0,377
Nandakumar G,0,Others,4296,IND,6137168,0,377
Panneerselvam N,1,8th Pass,5706,IND,1135000,425000,377
Pannerselvam.V,0,Graduate Professional,3938,AIADMK,32268097,253282,377
Prakasam R,0,12th Pass,5696,IND,2971359,0,377
R Venkatesan,0,5th Pass,3832,RPI(A),175000,0,377
Raja A,1,8th Pass,5704,IND,1971000,0,377
Rajakannu A,0,8th Pass,5702,IND,691401,0,377
Rangarajan Mohan Kumaramangalam,0,Post Graduate,7184,INC,240204511,26229574,377
Sakthivel S,0,8th Pass,4294,IND,3100000,0,377
Satheesh Kumar E,0,Post Graduate,4292,AAP,11428000,2416872,377
Senthil Kumar M,0,Graduate,5701,IND,149900,0,377
Shanmugam G,0,8th Pass,5692,Makkal Manadu Katchi,25000,0,377
Sudhish L K,6,Graduate,7183,DMDK,339159159,96626000,377
Thiagarajan K,0,12th Pass,5703,IND,856000,100000,377
Umarani S W/O Sivakumar,0,8th Pass,5694,IND,730000,0,377
Umarani. S W/O Selvaraj,0,Post Graduate,3937,DMK,13571624,963005,377
Vinayagamoorthi T,0,10th Pass,5700,BSP,197000,0,377
Abdur Rahaman,0,12th Pass,4110,Bharatiya Momin Front,627100,35000,70
Ashok Ku Bhagat,1,Literate,3970,IND,1196345,0,70
Ashok Kumar,0,12th Pass,4481,IND,94891,0,70
Baleshwar Marandi,0,Graduate,5262,JMM,465871,0,70
Bibhaker Jha,1,Graduate,3972,AAP,373035,0,70
Dr. Ram Prakash Mahto,5,Doctorate,4482,JD(U),11829625,1231046,70
Fulmani Hembram,0,8th Pass,4483,Bharat Vikas Morcha,753000,0,70
Kanhai Mandal,0,8th Pass,5259,IND,579677,0,70
Mahesh Mandal,3,Doctorate,4107,Bahujan Mukti Party,1821376,0,70
Md. Iqbal Ahmad,2,Others,5258,Samajwadi Janata Party (Rashtriya),2827500,0,70
Md. Tariq Anwar,0,12th Pass,5257,IND,113000,0,70
Mehboob Alam,11,12th Pass,4477,CPI(ML)L,1215962,0,70
Mohammad Hamid Mobarak,0,Graduate,4108,AITC,2677359,0,70
Nalini Mandal,0,12th Pass,5261,IND,351119,0,70
Nikhil Kumar Choudhary,0,Graduate,3971,BJP,25225976,408966,70
Raj Kumar Mandal,0,Post Graduate,4479,IND,691300,0,70
Sanjay Singh,0,Post Graduate,4480,IND,10830016,202000,70
Satya Narayan Bhagat,0,Graduate,5256,Proutist Sarva Samaj,1062200,0,70
Shah Tariq Anwar,1,Graduate,4109,NCP,104600951,20454853,70
Shivendra Kumar,0,Post Graduate,4478,BSP,495400,118033,70
Suresh Rai,0,8th Pass,5260,Rashtravadi Janata Party,672000,80000,70
Abdur Rezak Sk,0,12th Pass,9442,IND,368000,800000,518
Badsha Alam,5,12th Pass,9443,BJP,28793996,468574,518
Bibekananda Ray,0,12th Pass,9437,SUCI(C),600300,0,518
Kalisankar Jana,0,12th Pass,9444,IND,578056,279000,518
Kamal Bag,0,12th Pass,9823,BSP,28000,0,518
Manik Chandra Mondal,0,12th Pass,9824,IUML,1000,0,518
Rajyashree Chaudhuri,0,Others,9438,IND,43898649,0,518
Sekh Ibrahim Ali,2,Graduate,9440,CPI(M),1072759,0,518
Sk Anwar Ali,0,Post Graduate,9441,INC,9665943,0,518
Suvendu Adhikari,2,Post Graduate,9439,AITC,6480767,0,518
Abdurahiman Vadakkathinakath,0,8th Pass,1883,IND,5488050,0,206
Abdurahiman Varikottil,0,Literate,1885,IND,13110077,0,206
Abdurahiman Vayarakath,0,Literate,1884,IND,3037410,375000,206
Abullais.T.P,0,12th Pass,277,IND,6692346,0,206
Bindu M.K.,0,8th Pass,1881,IND,318706,33000,206
E. T. Mohammed Basheer,0,10th Pass,273,IUML,13216259,0,206
K.Narayanan Master,1,12th Pass,276,BJP,10368303,1657088,206
Shylock P.V.,1,Graduate,1882,AAP,3748638,3000000,206
T.Ayyappan,0,Post Graduate,278,BSP,3324000,0,206
V.T.Ikramul Haque,0,10th Pass,1879,SDPI,15185342,0,206
Abdus Sadek Sarkar,2,Graduate Professional,4355,AIUDF,10907085,3064329,494
Arpita Ghosh,0,Graduate,4828,AITC,544790,0,494
Bimalendu Sarkar,0,Post Graduate,4352,RSP,9149229,0,494
Biswapriya Roy Choudhury,5,Graduate Professional,4350,BJP,4440487,0,494
Manas Chakraborty,0,10th Pass,4830,CPI(ML) Red Star,30500,0,494
Nural Islam,0,Graduate,4354,SUCI(C),880700,0,494
Om Prakash Mishra,0,Post Graduate,4351,INC,12670505,1594992,494
Rajen Hansda,0,Post Graduate,3296,BSP,512524,0,494
Ranendra Nath Mali,0,12th Pass,3820,Bahujan Mukti Party,1128000,0,494
Sasti Chandra Sarkar,0,10th Pass,4829,Rashtriya Janadhikar Suraksha Party,488095,203335,494
Sibendra Nath Sarkar,1,8th Pass,4353,IND,419006,0,494
Som Hemram,0,Graduate,4827,Jharkhand Disom Party,50500,0,494
Abdus Sattar Mujahed,1,Graduate,6414,Akhil Bharatiya Muslim League (Secular),1785000,0,10
Ananth Rao Gundepally,0,Post Graduate,6421,IND,1750000,400000,10
Avula Ranganayakulu,0,Graduate,6428,IND,15485000,0,10
B Subramanyam,1,Graduate,6424,IND,9370500,6370000,10
Bandaru Dattatreya,3,Graduate,6420,BJP,98255148,405469,10
Ch. Murahari,0,Post Graduate,4552,SUCI(C),2544964,0,10
Chaya Ratan Musinipally,0,Post Graduate,6413,AAP,22724510,0,10
Deepak Kumar.B,0,Graduate,6443,Republican Party of India (Khobragade),201781,0,10
Dr.N.S.Uday Kumar,0,Doctorate,6439,Prem Janata Dal,6750000,0,10
J.Ramulu,0,Post Graduate,6444,RSP,404000,0,10
K. Srinivasulu,0,Post Graduate,6436,Jai Samaikyandhra Party,2680000,2800000,10
K.Sai Krishna Mohan Rao,0,Post Graduate,6433,Indian Christian Secular Party,3227500,258000,10
Karankote Narender,0,10th Pass,6415,AIFB,2005000,0,10
Khaja Khalid Anwar,2,Literate,6419,BSP,50000,0,10
Klhaja Sirajuddin,0,Post Graduate,6438,Majlis Markaz-e-Siyasee Party,2000000,0,10
Kumar Chowdary Yadav,0,8th Pass,6445,Samaikyandhra Parirakshana Samithi,13312000,70000,10
M.Anjan Kumar Yadav,0,Graduate,6434,INC,18630800,2835000,10
Malathi Latha Eppa,0,Post Graduate,6437,Jantantra Party,4227860,2423000,10
Michael Daniel Ovelz,0,Graduate,6423,IND,0,0,10
Mohammed Rizwan Hussain,0,10th Pass,6429,IND,154500,0,10
Mohd Abubakar Parwaiz Siddiqui,0,12th Pass,6422,IND,1015000,0,10
Mohd Imtiaz Hussain,0,Post Graduate,6435,IUML,4650000,0,10
Narla Mohan Rao,0,10th Pass,6416,All India Majlis-E-Ittehadul Muslimeen,15073000,0,10
Raghu Deshaboina,0,Doctorate,6418,Bahujan Mukti Party,5756920,274890,10
S. Lakshman Rao,0,Graduate Professional,6432,IND,424203,0,10
Sakthi Satyavathi,0,10th Pass,6440,Pyramid Party of India,71000,0,10
Sonu Sarsal Valmiki,0,5th Pass,6427,Telangana Communist Party of India,330184,0,10
Syed Madani Quadri,0,12th Pass,6426,IND,50000,0,10
Syed Sajid Ali,1,Graduate Professional,6448,Yuvajana Sramika Rythu Congress Party,3671549,0,10
T.Bheemsen,0,Graduate Professional,6447,TRS,36454841,6000000,10
Abdus Sayeed,0,12th Pass,3823,SUCI(C),1204412,0,497
Abhijit Mukherjee,0,Graduate Professional,4831,INC,63014502,15160000,497
Abhijit Sarkar,0,5th Pass,4834,IND,92600,0,497
Dhananjay Banerjee,0,Post Graduate,4356,Amra Bangalee,929000,0,497
Md. Ginnatulla Sk,0,Post Graduate,3989,Jamat-E-Seratul Mustakim,190721,0,497
Md. Sahabuddin,2,Post Graduate,3821,SDPI,1407507,30000,497
Monirul Islam,1,Graduate,4357,Welfare Party Of India,539830,0,497
Muzaffar Hossain,0,12th Pass,4358,CPI(M),1130866,0,497
Samrat Ghosh,0,Graduate Professional,3822,BJP,3771352,1250000,497
Sanjit Singh,0,8th Pass,4832,BSP,945000,0,497
Sk Nurul Islam,0,12th Pass,4833,AITC,7489730,480000,497
Abdus Sukur,0,Others,9776,IUML,6829000,0,499
Adhir Ranjan Chowdhury,16,10th Pass,9306,INC,81465854,0,499
Badrul Sekh,0,5th Pass,9303,SDPI,425541,0,499
Debes Adhikari,0,Post Graduate,9308,BJP,10987886,0,499
Indranil Sen,0,Others,9309,AITC,65692378,23361672,499
Kushadhwaj Bala,0,12th Pass,9305,BSP,3141000,0,499
Md. Ezaruddin,0,Post Graduate,9307,Jamat-E-Seratul Mustakim,542142,0,499
Pramothes Mukherjee,0,Post Graduate,9304,RSP,10039899,0,499
Abha Pandey,0,8th Pass,2800,Chhattisgarh Swabhiman Manch,5708000,150000,104
Ajit Pramod Kumar Jogi,1,Graduate Professional,2797,INC,61583410,1500000,104
Champa Lal Patel,0,Graduate,2796,IND,1860000,0,104
Chandoo Lal Sahu S/O Avadh Ram Sahu,0,8th Pass,4071,IND,4000,0,104
Chandu Lal Sahu (Chandu Bhaiya) S/O Late Puneen Ram,0,Graduate Professional,110,BJP,20879652,2700000,104
Chandu Lal Sahu S/O Balchand Sahu,0,10th Pass,3909,IND,209000,0,104
Chandu Lal Sahu S/O Biju Ram Sahu,0,5th Pass,4070,IND,6000,0,104
Chandu Lal Sahu S/O Late Nathu Ram,0,5th Pass,4067,IND,254500,150000,104
Chandu Lal Sahu S/O Parmanand Sahu,0,Literate,4069,IND,2574000,0,104
Chandu Lal Sahu S/O Same Lal Sahu,0,8th Pass,4068,IND,1114000,0,104
Chandu Lal Sahu S/O Soju Lal Sahu,0,8th Pass,4066,IND,1307000,0,104
Chandu Ram Sahu S/O Nakul Sahu,0,5th Pass,4074,IND,12000,0,104
Chandu Ram Sahu S/O Pilau Ram Sahu,0,8th Pass,4072,IND,648000,0,104
Chanduram Sahu S/O Ram Karosa Sahu,0,Literate,4073,IND,12000,0,104
Dev Prasad Kelkar,0,10th Pass,3908,IND,6915060,250000,104
Gangadhar Patel,0,5th Pass,2802,IND,929000,0,104
Hemant Pradhan,0,8th Pass,3903,IND,219000,0,104
Kanhaiya Sahu,0,Graduate,2795,BSP,42374312,120000,104
Lakshman Masturiya,0,Post Graduate,2799,AAP,2242689,0,104
Mohan Lal Patel,0,10th Pass,2801,Bhartiya Shakti Chetna Party,4383500,0,104
Moti Lal Sahu S/O Bajaraha Ram Sahu,0,12th Pass,3907,IND,7759000,0,104
Moti Lal Sahu S/O Sone Lal Sahu,0,8th Pass,4065,IND,1354000,0,104
Patel Shri Dhar Chandrakar,1,Post Graduate,2798,Apna Dal,24903805,1378101,104
Preeti Dhruw,0,Others,2803,GGP,150000,0,104
Rupanand Soi,0,12th Pass,3906,IND,185433,0,104
Sukhnandan Deshkar,0,8th Pass,3904,IND,7750000,465000,104
Vijay Kumar Patel,0,Post Graduate,3905,IND,3249000,0,104
Abhay Subrao Kulkarni,0,8th Pass,5628,IND,2000,0,274
Abhijit Ramesh Panse,1,Graduate,5629,MNS,6995050,5800000,274
Ashok Shankar Jadhav,0,Graduate Professional,5630,Bahujan Mukti Party,19550000,970000,274
Bhanudas Dhotare,0,12th Pass,5631,IND,2500000,0,274
Gopinath Sakharam Mhaske,0,Illiterate,5634,Bharipa Bahujan Mahasangha,2045000,0,274
Jain Surendrakumar K.,0,10th Pass,5635,Akhil Bharatiya Jan Sangh,4063705,0,274
Kamrujjama Kutubali Meenai,0,Post Graduate,5638,Peace Party,3923999,0,274
Kirtawade Vidhyadhar Bhimrao,0,10th Pass,7257,BSP,721500,0,274
Najakatali Kabir Ansari,0,8th Pass,5641,IND,2054916,0,274
Narendra Prabhashankar Pandey,0,10th Pass,5642,IND,9554000,0,274
Nitin Shankar Deshpande,0,Post Graduate,5644,Dharmarajya Paksha,11459035,368337,274
Rajendra Gajbhiye,0,12th Pass,5646,Ambedkarite Party of India,2011650,81832,274
Raju Shravan Chavan,0,Literate,5647,Republican Bahujan Sena,3326553,325000,274
Ramchandra Bhagoji Gawade,0,Literate,5648,IND,660000,175000,274
Rathod Babusingh Vasram,0,Not Given,5649,Maharashtra Parivartan Sena (T),100000,0,274
Salman Ajimullah Hasmi,0,8th Pass,5651,Rashtriya Aam Party,877400,0,274
Sanjay Dilip Kumar Das,0,Graduate,5652,IND,11518516,555000,274
Sanjeev Ganesh Naik,0,12th Pass,5653,NCP,148635752,43986747,274
Sanjeev Vishnu Sane,0,10th Pass,5654,AAP,12971518,611559,274
Shafik Ahamad Sadat Khan,0,Others,5655,IND,8479287,0,274
Shrinath Mithanthaya,0,Post Graduate,5659,Hindustan Janta Party,50603500,11822000,274
Sohanlal Purohit,0,Others,5660,IND,1131348,300,274
Triloki Ghurahu Yadav,0,8th Pass,5661,IND,890224,0,274
Vichare Rajan Baburao,13,10th Pass,5662,SHS,102091612,13054217,274
Vinod Deepchand Gangwal,1,Graduate Professional,5663,IND,27667168,1922750,274
Vishal Dinkar Salve,0,Post Graduate,5665,IND,5272000,200000,274
Abhijit Anil Apte,0,12th Pass,3362,IND,462306,0,281
Barne Shrirang Chandu,2,8th Pass,3356,SHS,665047926,11799786,281
Barne Shrirang Chimaji,0,Literate,3359,JD(U),953049,0,281
Bhapkar Maruti Sahebrao,18,12th Pass,3360,AAP,14386607,195500,281
Bhimrao Anna Kadale,0,10th Pass,3366,IND,1770000,0,281
Gaikwad Texas Bhausaheb,0,Graduate Professional,3354,BSP,38366000,0,281
Gharat Santosh Rohidas,0,8th Pass,3357,Bahujan Mukti Party,11200149,780879,281
Jagtap Laxman Murlidhar,0,8th Pass,3363,IND,87461,0,281
Jagtap Laxman Pandurang,3,10th Pass,3358,Peasants And Workers Party of India,63729286,2417066,281
Jagtap Laxman Sitaram,0,5th Pass,3364,IND,2210100,0,281
Manuel Sabino D'Souza,0,Graduate,3367,IND,647000,0,281
Nanaware Pramod Mahadeo,0,Graduate,3365,IND,365491,0,281
Narwekar Rahul Suresh,0,Graduate Professional,3355,NCP,100454484,13436552,281
Rajendra Maruti Kate,0,Graduate,3369,IND,402000,0,281
Ravindra Kashinath Patil,1,Graduate Professional,3368,IND,10563000,0,281
Shaikh Nurjaha Yasin,0,8th Pass,3371,IND,18451152,0,281
Sima Dharmanna Manikadi,0,5th Pass,3361,Prabuddha Republican Party,0,0,281
Subhash Gopalrao Bodhe,0,8th Pass,3372,IND,5030000,500000,281
Vaishali Surendra Borde,0,Graduate Professional,3370,IND,78806,0,281
Abhijit Das (Bobby),2,Post Graduate,9355,BJP,4153000,0,510
Abhishek Banerjee,0,Post Graduate,9347,AITC,15199272,0,510
Ajay Ghosh,0,Post Graduate,9346,SUCI(C),3382445,0,510
Alok Sen,0,12th Pass,9790,IND,8363380,0,510
Bechu Mondal,0,Graduate Professional,9352,IND,2852000,0,510
Bijan Majumder,0,10th Pass,9353,IND,212446,0,510
Dilip Kumar Mandal,0,Graduate Professional,9345,BSP,3537000,0,510
Dr. Abul Hasnat,0,Post Graduate,9349,CPI(M),16374053,0,510
Habibur Rahaman Molla,0,10th Pass,9789,Rashtriya Janasachetan Party (R.J.P.),333000,0,510
Jaynal Abedin Mondal,0,12th Pass,9792,IUML,1519219,0,510
Md. Qamruzzaman Qamar,0,12th Pass,9351,INC,7350000,0,510
Nazma Yasmeen,0,Graduate,9354,Welfare Party of India,611549,0,510
Sailen Sadhukhan,0,12th Pass,9350,IND,2663064,0,510
Samir Putatunda,0,Graduate,9788,Party for Democratic Socialism,7214494,478400,510
Sougata Ghosh,0,10th Pass,9793,IND,0,0,510
Sudip Kumar Saha,1,Graduate Professional,9348,IND,306290,104345,510
Abhijit Shriram Hegshetye,0,Post Graduate,3643,AAP,20692366,4273594,293
Adv Dipak Dattaram Nevgi,0,Post Graduate,3649,Socialist Party (India),13431575,92000,293
Ajinkya Dhondu Gawade,0,Graduate,3646,IND,2058757,243784,293
Arun Harishchandra Manjrekar,0,10th Pass,3647,IND,3745087,26000,293
Ayare Rajendra Lahu,0,Post Graduate,3901,BSP,1252000,200000,293
Birje Yashwant Anant,0,Post Graduate,3644,Bahujan Mukti Party,3278000,0,293
Nilesh Narayan Rane,2,Doctorate,3641,INC,136811633,49129849,293
Sunil Alias Yashwant Vasant Pednekar,0,10th Pass,3648,IND,1697200,125000,293
Vinayak Bhaurao Raut,5,Post Graduate,3642,SHS,44568629,2370842,293
Vinod Hanumantrao Sawant,0,10th Pass,3645,ABHM,28610000,0,293
Abhilakh Rawat,0,10th Pass,6644,IND,427900,0,457
Babulal,0,Literate,6643,Manavtawadi Samaj Party,7116000,180500,457
Dinesh Chandra,1,Post Graduate,5493,AAP,428300,10516,457
Kamala Prasad Rawat,0,Graduate,5491,BSP,80724161,7129071,457
Khanjan Lal,0,Post Graduate,5498,IND,32560591,0,457
Kishan Lal,0,5th Pass,5488,SHS,425020,0,457
Mahesh,0,Post Graduate,5492,IND,4430000,0,457
Medi Lal,0,12th Pass,6642,Bahujan Mukti Party,161000,0,457
Nitin Singh,0,Graduate,6645,Naitik Party,50000,0,457
P L Punia,0,Doctorate,6648,INC,20081069,0,457
P.C Kuril,0,12th Pass,5490,Indian National League,30509500,36000,457
Priyanka Singh Rawat,0,Post Graduate,5494,BJP,13175500,1450000,457
Rajesh Kumar Vidyarthi,0,Post Graduate,5487,Peace Party,9893000,1760000,457
Rajrani Rawat,0,12th Pass,5495,SP,33493596,933806,457
Abhimod,0,Post Graduate,3,IND,2908779,370000,207
Aboobakker Sidique,0,Illiterate,1896,AITC,47004,0,207
B Padmanabhan,0,Graduate,1895,AAP,1573288,0,207
C.K. Ramakrishnan,0,Not Given,1897,IND,729614,380200,207
E S Khaja Hussain,2,10th Pass,1891,SDPI,6490438,35000,207
Hari Arumbil,0,12th Pass,1888,BSP,415000,80000,207
M B Rajesh,11,Graduate Professional,1889,CPI(M),4676316,700680,207
M P Veerendrakumar,3,Post Graduate,2,Socialist Janata (Democratic),404597140,535694,207
Pradeep,0,10th Pass,1898,IND,131500,0,207
Rajesh S,0,10th Pass,1890,SHS,0,255390,207
Smt. Shobha Surendran,4,12th Pass,956,BJP,2027210,0,207
Sreejith,0,Post Graduate,1893,IND,304185,158610,207
Thennilapuram Radhakrishnan,0,10th Pass,1887,Welfare Party Of India,2994408,270000,207
V S Shanavas,4,10th Pass,1886,IND,1401101,333500,207
Veerendrakumar,0,5th Pass,1899,IND,835000,66000,207
Abhinesh Maharshi,0,Post Graduate,2316,BSP,38238575,4130000,339
Ajay Kumar,0,Post Graduate,2320,IND,4926438,0,339
Gordhan Sarswat,0,Literate,2324,AITC,500000,0,339
Indrasingh Jat,0,Post Graduate,2315,CPI(M),8543953,0,339
Krishan Kumar Saran,0,Graduate,2313,AAP,20295507,3900000,339
Mohammad Ali Khan,0,Literate,2323,Bahujan Sangharshh Dal,3107000,1394000,339
Pratap Singh,0,Post Graduate,2319,INC,12282074,1241053,339
Rahul Kaswan,0,Graduate,2312,BJP,25721266,5386104,339
Rajpal,0,Post Graduate,2321,IND,25500,0,339
Salim Gujar,0,Literate,2322,IND,201000,0,339
Syopat Ram,0,10th Pass,2318,Bharatiya Sant Mat Party,202400,0,339
Toruram Meghwal,1,Literate,2317,Bahujan Mukti Party,881700,70000,339
Abhishek Mishra,0,Doctorate,6688,SP,15197365,700000,439
Adarsh Shashtri,0,Post Graduate,6696,IND,18879925,6107118,439
Ashok Pandey,0,Graduate Professional,5736,IND,2150000,0,439
Dr Rita Joshi,1,Doctorate,5745,INC,19231172,0,439
Ghanshyam Singh,0,Others,5740,IND,7842986,1857893,439
Hari Ram,0,12th Pass,5748,Samyak Parivartan Party,1179873,0,439
Manoj Singh,1,Post Graduate,5730,IND,27343000,0,439
Mohd Sarwar Malik,0,12th Pass,5731,AITC,97019722,13308087,439
Nakul Dubey,0,Graduate Professional,5741,BSP,23867898,909000,439
Nand Kumar Rajpoot,0,Graduate,5747,Rashtriya Krantikari Samajwadi Party,500000,0,439
Padam Chandra Gupta,0,Graduate Professional,5753,IND,4342000,0,439
Radha Krishnan,0,Post Graduate,5750,Uttar Pradesh Republican Party,999973,0,439
Raj Nath Singh,0,Post Graduate,5743,BJP,29240729,0,439
Rajeev Ranjan Tiwari,0,Graduate Professional,6692,IND,600151,0,439
Rajkumar Singh,0,Post Graduate,5749,National Youth Party,3032355,0,439
Ramphal,0,Post Graduate,5735,Bharatiya Nav Kranti Party,12885000,200000,439
Ravi Dubey,2,5th Pass,6697,Nagrik Ekta Party,185000,0,439
Sanjeev,2,Post Graduate,6695,Bahujan Kranti Party (Marxwad-Ambedkarwad),1730850,900000,439
Shailendra Singh,1,8th Pass,6691,IND,175000,60000,439
Shishupal Yadav,0,Not Given,5733,RASHTRIYA VIKLANG PARTY,972016,0,439
Subhash Chandra Lehri,0,Graduate,7916,IND,863214,200000,439
Suman Verma,0,8th Pass,6708,Bhartiya Shakti Chetna Party,156791,21000,439
Sunil Singh,0,Graduate Professional,6703,Lok Dal,50412000,11932000,439
Syed Ali Husain,0,Literate,6706,IND,1462000,0,439
Syed Jawed Ahmad Jafri,0,12th Pass,6705,AAP,266571149,63035459,439
Vijay Bahadur Singh,0,Post Graduate,5732,Manavtawadi Samaj Party,4122000,0,439
Vinay Prakash Mishra,0,Graduate,5729,IND,7271508,0,439
Yogesh Chandra Bhatt,0,Graduate Professional,6700,IND,540000,0,439
Abhishek Singh,0,Graduate Professional,107,BJP,44093207,0,108
Anandram Sahu,0,8th Pass,2808,BSP,6680680,300000,108
Bhagat Ram Soni,0,12th Pass,2811,Chhattisgarh Swabhiman Manch,8742244,0,108
Bhaskar Dwivedi,0,Post Graduate,2809,AAP,12708752,4814872,108
Kamleshwar Verma,1,Graduate,2806,INC,21111998,236375,108
Khemraj Lodhi,0,Graduate,2805,IND,9000000,100000,108
Lodhi Seema Kaushik,0,8th Pass,3910,SP,10720000,1240000,108
Murad Bhai,0,10th Pass,3911,IND,12400000,120000,108
Narendra Bansod,0,Graduate Professional,2807,Ambedkarite Party of India,1590000,0,108
Ramesh Yadav,0,12th Pass,3912,IND,1930155,0,108
Sahukar Bhaskar,0,8th Pass,3914,IND,2335477,150000,108
Santosh Chandrakar,0,10th Pass,2810,GGP,4656512,325188,108
Wamanrao Bagde,0,10th Pass,3913,IND,16495585,0,108
Abrar Ahmad Mahmud Khan,0,Others,1507,Welfare Party of India,6299991,700000,255
Adv.Shivajirao Shivaramji Moghe,2,Graduate Professional,2578,INC,42689718,11315807,255
Ahmad Parvez Iqbal Ahmad Nur Mohammad,1,Graduate,1508,SP,3957500,0,255
Chavan Vinod Narayan,0,10th Pass,2598,IND,3361500,570000,255
Dhote Jambuwantrao Bapurao,0,10th Pass,950,AIFB,6545000,0,255
Gaikawad Rajendra Vitthal,1,12th Pass,2597,IND,30250,0,255
Gawali Bhavana Pundlikrao,4,Graduate,1511,SHS,60886040,7368967,255
Gurnule Ramesh Vithoba,0,8th Pass,1498,IND,85000,530,255
Kamble Uttam Bhagaji,0,Post Graduate,2579,Prabuddha Republican Party,0,0,255
Meshram Dnyaneshwar Tukaram,0,Graduate,220,IND,133000,39060,255
Naresh Mahadeorao Gughane,0,8th Pass,1516,IND,65000,0,255
Patil Upendra Babarao,0,Graduate Professional,1506,IND,3675000,315000,255
Prakash Raghunath Raut,0,10th Pass,1502,IND,250000,0,255
Prashant Pandharinath Surve,0,Post Graduate,1503,IND,26770200,4600000,255
Raghunath Shankarrao Shelke,0,Graduate,2590,Ambedkarist Republican Party,9692000,0,255
Raju Or Bharatraje Uddhaorao Patil,6,Graduate,1522,MNS,25700000,1400000,255
Rathod Baliram Parashram,0,Graduate Professional,1510,BSP,26249301,2106000,255
Rathod Induwar Kashiram,0,12th Pass,1500,Bahujan Mukti Party,5950000,210000,255
Rathod Mohan Mallu,0,Post Graduate,1515,Bharipa Bahujan Mahasangha,34013105,1750000,255
Rathod Naresh Fulsing,0,Graduate Professional,1517,AAP,2030000,0,255
Sawake Ramkrushna Pundlikrao,0,10th Pass,1521,CPI(ML) Red star,612264,0,255
Shaikh Jabbar Shaikh Usuf,0,8th Pass,1499,IND,500,0,255
Shyamkumar Bapurao Lokhande,0,Graduate,2599,IND,3564000,0,255
