Candidate,Criminal Cases,Education,ID,Party,Total Assets,Total Liabilities,ConstituencyID
Sudhakar Namdeorao Ghayawan,0,12th Pass,2596,Republican Party of India (Khobragade),4025000,400000,255
Suresh Rajaram Mukhmale,0,12th Pass,1504,Maharashtra Vikas Aghadi,3280000,0,255
Ulhas Vasramji Jadhao,0,Graduate Professional,1505,IND,5394200,850000,255
Abrar Beg Sarvar Beg Mirza,0,8th Pass,5836,RPI,85000,0,252
Adv.Shinde Ashok Dagdu,0,Post Graduate,5843,Prabuddha Republican Party,50000,0,252
Ashok Tarachand Patil,0,Literate,5844,IND,4501297,0,252
Bagul Vedu Tanaji,0,Literate,5834,BSP,960000,0,252
Bahadur Ragib Ahamed,0,Post Graduate,5841,SP,278918,0,252
Deshmukh Iqbal A. Rehman,0,5th Pass,5845,IND,130500,0,252
Dr.Mubeen Ahmad,1,Others,5847,IND,22500,0,252
Dr.Satish Bhaskarrao Patil,1,Graduate,5835,NCP,46486689,7296297,252
Ishwar Dayaram More,2,Graduate,5838,Bahujan Mukti Party,5390000,0,252
Lalit Gaurishankar Sharma,0,10th Pass,5848,IND,1425150,150000,252
Mango Pundlik Pagare,0,Doctorate,5842,Rashtravadi Janata Party,55000,30000,252
Patil Ashok Tapiram,0,Graduate,5833,BJP,226180395,0,252
Patil Sandeep Yuvraj,0,12th Pass,5846,IND,0,0,252
Patil Sangram Gokulsingh,0,Post Graduate,5840,AAP,17098312,3818000,252
Patil Suresh Padurang,0,10th Pass,5839,Hindustan Janta Party,50000,0,252
"Satish Bhaskar Patil (Mudi Pra Dangri, Tal.Amalner)",0,12th Pass,5853,IND,50000,0,252
"Satish Bhaskar Patil (Nandgaon Bk, Tal.Erandol)",0,Not Given,5851,IND,100000,0,252
"Satish Bhaskar Patil (Varkhedi, Tal.Erandol)",0,5th Pass,5852,IND,100000,0,252
Sau.Asha Sahebrao Patil,0,12th Pass,5837,Maharashtra Parivartan Sena (T),115000,0,252
Vijay Bhimrao Nikam,0,12th Pass,5849,IND,30500,0,252
Abu Farhan Azmi,0,12th Pass,7218,SP,637688791,15872212,278
Ashok Kisan Lokhande,0,8th Pass,7217,RPI,1274084,600000,278
Azimuddin Khan,1,Graduate,7219,The Lok Party of India,873404,0,278
Birje Hemant Anant,0,Graduate,7213,AIFB,60430000,0,278
Chawan Suryakant Gangaram,0,8th Pass,7208,IND,3482557,0,278
Dinesh Phulsing Rathod,0,10th Pass,7207,IND,2133000,0,278
Dutt Priya Sunil,0,Graduate,5901,INC,655093802,33463408,278
Francis Lawrence Fernandes,0,Graduate,7206,IND,15071413,0,278
Gupta Kanhaiyalal Rajaram,0,5th Pass,7209,IND,16996369,0,278
Meher A. Mallick,0,Post Graduate,7212,Bahujan Mukti Party,13859021,40000,278
Minakshi Mukund Jadhav,0,5th Pass,7205,IND,21300,0,278
Mohammed Rafik Hussain Shaikh,0,5th Pass,7211,National Loktantrik Party,1660000,0,278
Niyaz Ahmed Allauddin Shaikh,0,8th Pass,7215,Awami Vikas Party,40851500,171500000,278
Phiroze Palkhivala,0,Graduate Professional,7214,AAP,34762841,0,278
Poonam Mahajan Alias Poonam Vajendla Rao,0,Others,5902,BJP,1080867626,414479088,278
Sanju Verma,0,Post Graduate,7202,IND,183100000,3738000,278
Shinde Anand Vyankatrao,0,10th Pass,5903,BSP,35000,0,278
Shital Kumar Jain,0,10th Pass,7204,IND,19300000,0,278
Suresh Giga Dabhi,0,Literate,7203,IND,2057768,2103322,278
Umesh Sonba Avhad,0,10th Pass,7216,Maharashtra Parivartan Sena (T),50000,0,278
Upesh M. Baria,0,Post Graduate,7210,IND,29335000,0,278
Abu Hasem Kahn Chowdhury,0,Doctorate,4363,INC,11560825,654320,496
Abul Hasnat Khan,0,Post Graduate,4360,CPI(M),10785663,0,496
Bimal Mardi,0,Graduate,4835,Jharkhand Disom Party,160000,0,496
Bisnu Pada Roy,1,Post Graduate,4838,BJP,5419006,650967,496
Dipak Singh,0,Graduate,4364,Rashtriya Janadhikar Suraksha Party,1408500,0,496
Firoz Akhtar,0,Post Graduate,4840,Bahujan Mukti Party,909008,1533677,496
Imtiaz Ahmed Mollah,0,12th Pass,3824,SDPI,74000,57000,496
Manjur Alahi Munshi,0,10th Pass,4836,IND,4835000,0,496
Md Ezaruddin,0,Post Graduate,4841,Jamat-E-Seratul Mustakim,542142,0,496
Md Faruque Hossain,0,Post Graduate,4839,IUML,3143672,424909,496
Md. Moazzem Hossain,0,Post Graduate,4359,AITC,8580219,0,496
Md. Najrul Islam,0,Others,4365,AIUDF,1225345,0,496
Mursed Sekh,0,5th Pass,4837,RPI(A),160500,0,496
Naresh Rishi,0,12th Pass,4842,IND,528000,0,496
Nasmul Hoque,1,10th Pass,4361,Party for Democratic Socialism,625000,0,496
Nikhil Chandra Mondal,0,10th Pass,4362,BSP,10144432,160000,496
Sadhan Chatterjee,0,Graduate Professional,3990,IND,14981015,0,496
Abu Naseem Khan,0,12th Pass,5046,Peace Party,5225000,160000,426
Alok Nandan,0,Post Graduate,4417,IND,8647900,0,426
Ashok Kumar,0,10th Pass,4414,IND,7695000,150000,426
Baba Hardev Singh,0,Doctorate,4413,AAP,9994500,0,426
Hakim Singh,0,12th Pass,5051,IND,18326297,0,426
Mukesh Kumar,0,Graduate,5047,IND,7441200,0,426
Mukesh Kumar Shakya,0,Graduate,5050,IND,3377738,0,426
Mulayam Singh Yadav,0,Post Graduate,5045,SP,159671544,0,426
Rajeshwari,0,Post Graduate,5048,IND,5331700,430000,426
Sanghmitra Maurya,1,Graduate Professional,4415,BSP,17494581,0,426
Satendra Veer Singh Chauhan,0,Post Graduate,5049,AIFB,2621288,40000,426
Shatrughan Singh,0,Graduate,5044,BJP,12850273,0,426
Shishupal Singh,0,Post Graduate,4412,Bhartiya Shakti Chetna Party,4335000,0,426
Abu Qaiser,1,Graduate,4475,JD(U),45138014,1700000,84
Anand Kumar Jain,0,Graduate Professional,5249,IND,6172660,0,84
Gaurav Kumar Ghosh,0,12th Pass,5255,National Tiger Party,8464037,250000,84
Indradeo Kumar Singh,0,Graduate Professional,4471,IND,3312913,0,84
Kumkum Singh,1,Doctorate,5251,Bharat Vikas Morcha,825000,0,84
Mahadev Kumar,1,10th Pass,5245,IND,2182100,185000,84
Naushaba Khanam,2,10th Pass,4474,BSP,6756440,600000,84
Nishi Kant Mandal,0,Graduate Professional,4476,Bahujan Mukti Party,1480865,303354,84
Pro. Yogendra Mahto,0,Doctorate,4472,AAP,3087000,112000,84
Purushottam Choubey,2,10th Pass,5252,SP,1156393030,20310000,84
Ramji Mandal,0,10th Pass,5253,IND,3631000,0,84
Ranjan Kumar,0,8th Pass,5248,IND,355833,0,84
Rinki Kumari,7,Post Graduate,4469,CPI(ML)L,22192,0,84
Shailesh Kumar Urph Bulo Mandal,1,12th Pass,4470,RJD,20216734,0,84
Sikandar Tanti,0,8th Pass,5247,IND,805834,0,84
Suman Kumar,0,Graduate,5250,IND,492000,0,84
Syed Shahnawaz Hussain,0,10th Pass,4075,BJP,47044000,14007000,84
Viren Das,0,Literate,5244,Sankhyanupati Bhagidari Party,3010500,0,84
Abul Awal,0,12th Pass,4427,SP,1224844,379980,50
Barun Karmakar,0,12th Pass,4863,IND,713000,0,50
Bhadreswar Barman,0,12th Pass,4860,IND,251000,0,50
Dr. Pervez Ali Ahmed,0,Graduate Professional,3978,AITC,327895738,1163236,50
Entaz Ali,0,8th Pass,4862,Lok Bharati,1200000,0,50
Gautam Kumar Sarma,0,Post Graduate,4864,IND,5276151,600000,50
Ismail Hussain,0,Post Graduate,4861,INC,18415063,0,50
Kamal Uddin,0,Literate,4859,IND,152836,0,50
Khurshida Anowara Begum,0,Post Graduate,4426,SUCI(C),4918640,369608,50
Md. Dilir Khan,0,Graduate,4865,IND,187306,0,50
Phani Bhusan Choudhury,0,Graduate,4856,AGP,9374499,67240,50
Samsul Hoque,0,8th Pass,4858,IND,732000,0,50
Shri Chandra Mohan Patowari,0,Post Graduate,79,BJP,12110465,1977898,50
Siraj Uddin Ajmal,0,Graduate,4857,AIUDF,670806607,0,50
Uddhab Barman,0,Graduate Professional,4087,CPI(M),318400,0,50
Abul Hasan,0,Post Graduate,4015,IND,165500,0,167
Amanullah,0,Post Graduate,4007,AAP,2391132,126000,167
Amit Kumar Singh,0,12th Pass,4016,IND,1169044,9000,167
Amitabh Choudhary,0,Graduate Professional,2873,JVM(P),17931854,1095618,167
Anjani Pandey,0,Graduate Professional,4014,IND,25000,0,167
Arsad Ayub,1,10th Pass,4017,IND,5746855,0,167
Bahadur Uraon,1,10th Pass,4008,CPI(ML)L,992464,600000,167
Balram Kumar Bedia,0,12th Pass,4021,IND,5287989,125000,167
Bandhu Tirkey,7,Graduate,2879,AITC,1832121,1261689,167
Birendra Kumar Jaiswal,0,10th Pass,4022,IND,10201398,1698482,167
Bisheshwar Mahto,0,10th Pass,4009,Samata Party,9999500,300000,167
Chintamani Mahto,1,12th Pass,4019,IND,7763850,26150,167
Durga Munda,0,8th Pass,2874,BSP,16842973,0,167
Kafilur Rahman,0,Graduate Professional,4018,IND,920000,0,167
Lal Jotindra Dev,0,Post Graduate,4012,Akhil Bhartiya Jharkhand Party,7216000,0,167
Man Singh Mardi,0,12th Pass,2880,Jharkhand Party (Naren),40000,0,167
Rajendra Singh Munda,0,10th Pass,2878,CPI(M),8243730,3000,167
Ram Lal Mahto,0,Graduate,4011,SUCI(C),521590,0,167
Rampodo Mahto,6,8th Pass,4023,IND,7296004,300000,167
Ramtahal Choudhary,0,10th Pass,2875,BJP,10743950,0,167
Ranjit Mahto,0,Post Graduate,2881,Bahujan Mukti Party,254840,0,167
Sajiya Haidar,0,12th Pass,4024,IND,22851217,6348982,167
Subodh Kant Sahai,1,Graduate Professional,2877,INC,58895068,3355000,167
Sudesh Kumar Mahto,0,Post Graduate,2876,AJSU Party,72986000,28544000,167
Suresh Toppo,0,Graduate,2882,Jharkhand Disom Party,427491,0,167
Thaddeus Lakra,0,Graduate,4020,IND,5210000,0,167
Vikas Chandra Sharma,0,Post Graduate,4013,CPI(ML) Red Star,126000,0,167
Yugeshwar Marar Deen,1,Graduate Professional,4010,Manav Mukti Morcha,7735000,0,167
Abul Qasem,0,Post Graduate,6063,Indian Unity Centre,4613889,0,514
Ashis Kumar Das,0,Graduate,6067,IND,4266900,1362000,514
Asit Mitra,1,Graduate,6070,INC,1092609,0,514
Dilip Kumar Hait,0,Post Graduate,6805,IND,5000,0,514
Minati Sarkar,0,Post Graduate,6062,SUCI(C),275942,0,514
Ramesh Dhara,1,10th Pass,6072,IND,540917,150000,514
Ranjit Kishore Mohanty,0,Post Graduate,6064,BJP,42413560,1362846,514
Rekha Das,0,8th Pass,6068,BSP,27477,0,514
Sabir Uddin Molla,0,Graduate,6065,CPI(M),178532,0,514
Sk Hasan Nawaj,0,Graduate Professional,6069,AIUDF,7071618,0,514
Sujata Dutta,0,10th Pass,6071,Bahujan Mukti Party,0,0,514
Sultan Ahmed,0,Graduate,6066,AITC,22792936,10878739,514
Susanta Kumar Dalui,0,10th Pass,6073,IND,1407093,204956,514
Acharya Pramod Krishnam,0,Post Graduate,3194,INC,49900443,0,410
Aqeel Ahmad,0,12th Pass,3203,IND,6180000,0,410
Aqeel Ur Rehman Khan,0,Post Graduate,3190,BSP,32724982,2506410,410
Dr Safiq Ur Rahman Barq,0,Graduate,3188,SP,12883691,0,410
Dr. Rashid Ali,0,Post Graduate,3192,Peace Party,6576936,0,410
Firoj Haider,0,Graduate,3202,IND,8301000,0,410
Mohd Aslam Urf Pasha,0,Literate,3198,RPI(A),6443300,0,410
Nanad Ram Khharagwansi,0,Literate,3201,IND,7605000,0,410
Nutan Vijay,0,Post Graduate,3197,IND,80200000,0,410
Rashid Hussain,5,Literate,3204,IND,5907000,1000000,410
Rekha Devi Yadav,0,Not Given,3195,Sanyukt Samajwadi Dal,202000,0,410
Satya Pal Singh,0,Post Graduate,3189,BJP,19904379,0,410
Achchhelal,0,5th Pass,9675,IND,1251500,0,473
Avadhesh,0,12th Pass,9674,IND,77000,0,473
Balihari,0,12th Pass,9274,INC,22870574,0,473
Bechai,1,Graduate,9271,SP,4594861,463900,473
Dinesh,0,12th Pass,9671,Asankhya Samaj Party,126322,16000,473
Dr. Baliram,0,Doctorate,9270,BSP,46814935,2213240,473
Hari Prasad,0,8th Pass,9673,CPI,837000,0,473
Jangbahadur,0,12th Pass,9670,IND,1777500,0,473
Jiya Lal,0,Doctorate,9272,AAP,42197400,500000,473
Lal Bahadur,0,12th Pass,9273,Bahujan Mukti Party,2619800,18000,473
Neelam,1,Post Graduate,9268,BJP,33863562,2631312,473
Pradeep Kumar,5,12th Pass,9677,Rashtriya Ulama Council,1200534,0,473
Shripati,0,8th Pass,9269,Qaumi Ekta Dal,723000,0,473
Sukhanayan,0,10th Pass,9672,Jan Shakti Ekta Party,2691000,0,473
Achhe Lal Gupta,0,8th Pass,9628,IND,1738500,600000,468
Adityanath,3,Graduate,9254,BJP,7217674,0,468
Ashok,0,5th Pass,9637,IND,699500,0,468
Astbhuja Prasad Tripathi,4,Graduate,9255,INC,25560068,1730304,468
Faiz Ahamad Faizi,2,8th Pass,9629,Peace Party,4355923,0,468
Indra Deo Yadava,0,12th Pass,9632,Bhartiya Shakti Chetna Party,7645000,0,468
Mohd. Waseem Khan,0,12th Pass,9634,Bahujan Mukti Party,1051275,0,468
Munna,0,Graduate,9627,Swarajya Party Of India,531088,0,468
Radhe Mohan Misra,0,Doctorate,9252,AAP,14508023,0,468
Rajesh,0,Post Graduate,9251,CPI(ML)L,43729,0,468
Rajit Mishra,0,Post Graduate,9635,Naitik Party,378660,0,468
Rajmati Nishad,0,Literate,9250,SP,13799549,1117800,468
Ram Bhual Nishad,7,Graduate,9253,BSP,17989246,0,468
Ramkishun,0,Literate,9825,IND,1630391,0,468
Subash Kumar Maurya,0,10th Pass,9630,Rashtriya Janwadi Party (Krantikari),132160,0,468
Achutananda Nag,0,Graduate Professional,1151,Ambedkarite Party of India,208500,0,312
Kalikesh Narayan Singh Deo,2,Graduate,807,BJD,87955818,24410449,312
Naba Krushna Danta,0,Graduate Professional,1148,IND,482285,606700,312
Rana Nag,0,Graduate,808,BSP,13940000,1700000,312
Sangeeta Kumari Singh Deo,3,Graduate,806,BJP,62357000,3817340,312
Saraswati Nanda,0,Post Graduate,1147,AAP,279095,0,312
Sarat Pattnayak,0,Graduate Professional,222,INC,43999656,818572,312
Shankar Kumar Patra,0,Post Graduate,1150,Aama Odisha Party,10380000,0,312
Ad. Dr. Kolekar Anita Balasaheb,0,Doctorate,5190,Prabuddha Republican Party,450000,0,272
Ansari Jahid Mukhtar,1,12th Pass,5186,Bahujan Mukti Party,3844989,0,272
Ansari Jalaluddin Moinuddin,0,Others,5183,AAP,5896347,0,272
Ansari Mumtaz Abdul Satar,0,8th Pass,5184,BSP,255000,0,272
Harishchandra Dattu Patil,0,Graduate,5189,IND,4851734,975000,272
Kapil Moreshwar Patil,0,Graduate,5185,BJP,363758831,10697367,272
Navid Hasan Momin,1,Graduate,5192,IND,500157500,0,272
Patil Madhukar Vitthal,0,5th Pass,5179,CPI,3897131,70000,272
Patil Vishwanath Ramchandra,2,10th Pass,5180,INC,25593787,1311000,272
Shah Abrar Ahmed Nazeer Ahmed,0,Graduate Professional,5188,Peace Party,197500,0,272
Suresh Gopinath Mhatre,2,12th Pass,5182,MNS,26619897,1283975,272
Suresh Kaluram Jadhav,0,8th Pass,5191,IND,2264906,115000,272
Yogesh Motiram Kathore,0,8th Pass,5181,Bharipa Bahujan Mahasangha,1440000,110000,272
Ad. Mahesh Vitthalrao Kharat,0,Post Graduate,7622,IND,123000,0,267
Agrawal Kunjbihari Jugalkishor,4,Graduate,5867,SP,50158221,272883,267
Ashok Vitthal Sonwane,1,Graduate,7617,IND,821000,700000,267
Autade Vilas Keshavrao,1,12th Pass,7614,INC,130505302,1056950,267
Babasaheb Patil Shinde,0,10th Pass,7621,IND,351070,98300,267
Danve Raosaheb Dadarao,4,Graduate,5855,BJP,184411862,8534130,267
Kakarwal Pratapsing Mahajan,0,Graduate,7619,IND,1671107,69052,267
Karande Ganesh Navnathrao,0,Post Graduate,7618,IND,2040000,970000,267
M. Javed A. Wahab,0,12th Pass,5862,IND,10510000,0,267
Mhaske Dilip Datta,0,Post Graduate,5864,AAP,766000,0,267
Mirza Afsar Beg,0,5th Pass,7615,Welfare Party Of India,1756142,0,267
Mohammad Asad Shaikh Ahemad,0,8th Pass,7616,Minorities Democratic Party,4523000,442455,267
Nade Dnyaneshwar Dagduji,0,8th Pass,7620,IND,5000,0,267
Rambhau Vitthal Chinchore,0,10th Pass,7623,IND,50000,200000,267
Rathod Ramesh Lalsing,0,10th Pass,5861,Bahujan Mukti Party,1958026,81000,267
Sanjay Nivrutti Hivrale,0,8th Pass,5856,Ambedkar National Congress,401000,0,267
Sapkal Lilabai Dharma,0,Not Given,7624,IND,410000,0,267
Sayyad Husain Ahmad,0,Literate,5868,IND,490000,0,267
Ugle Ram Haribhau,0,10th Pass,5858,Rashtriya Sant Sandesh Party,17863200,0,267
Unge Rambhau Kundlik,0,Post Graduate,5854,IND,9428900,105990,267
Vitthal Sahebrao Shelke,0,Post Graduate,5865,Ambedkarite Party of India,0,0,267
Wankhede Sharadchandra Ganapatrao,1,Post Graduate,5859,BSP,28995248,950000,267
Ad. Tanaji Sukdeo Jaibhave,0,Graduate Professional,5957,CPI(M),7279479,2369620,270
Avhad Mahesh Zunjar,0,10th Pass,5956,AIFB,0,0,270
Bhujbal Chhagan Chandrakant,1,10th Pass,5960,NCP,217559536,350000,270
Fasale Baban Namdev,0,10th Pass,5971,IND,101000,0,270
Godse Hement Tukaram,1,12th Pass,5961,SHS,83611067,23559648,270
Jadhav Vishnu Ramdas,0,5th Pass,5964,IND,663219,0,270
Maksud Iliyas Khan,1,10th Pass,5970,IND,134285,530000,270
Nathekar Pramod Gyaniram,0,10th Pass,5969,IND,253000,96000,270
Pandhare Vijay Baliram,0,Graduate Professional,5958,AAP,16620000,0,270
Pathan Ayub Maddekhan,0,Graduate Professional,5976,IUML,2842358,84885,270
Pathan Sakhawatkha Yasinkha,0,Graduate,5966,Bahujan Mukti Party,3610000,325000,270
Patil Dinkar Dharma,8,8th Pass,5955,BSP,65166950,288076,270
Pawar Pradeepchandra Narayan,12,Others,5962,MNS,335123791,38008797,270
Sarkate Devidas Piraji,0,12th Pass,5954,IND,57301,0,270
Adagooru H Vishwanath,0,Graduate Professional,616,INC,30187177,0,198
Bannur Kumar,0,Graduate,3817,IND,7250000,0,198
Bojanna N Somaiah,0,Graduate Professional,3847,IND,2835000,500000,198
C Mohan Kumar,0,10th Pass,2555,BSP,5250000,0,198
Chandrashekaraiah,0,Post Graduate,2550,JD(S),28573891,0,198
D Eswar Thoremavu,0,Graduate,3816,IND,500000,25000,198
D S Nirvanappa,0,5th Pass,3814,CPI(ML) Red Star,629000,5000,198
Hunsur K Chandrashekar,1,Post Graduate,2557,Democratic Prajakranthi Party Secularist,4106000,0,198
Padmamma M V,0,Graduate,2552,AAP,11627675,478620,198
Prathap Simha,0,Post Graduate,1216,BJP,6321591,4399048,198
Praveen M S,0,Post Graduate,618,IND,198500,0,198
Rathi Poovaiah,0,Graduate,3815,Karunaadu Party,410000,0,198
S P Mahadevappa,0,10th Pass,2548,JD(U),925000,150000,198
Sampathu N,0,Graduate Professional,1089,IND,16127000,1200000,198
Thimme Gowda,0,Literate,3813,Sarva Janata Party,1272000,0,198
Adala Prabhakara Reddy,0,12th Pass,8221,TDP,1282585640,131646350,34
Ananda Rao Sompalli,1,Graduate,9070,IND,7813000,0,34
Cchemikala Tirupati,0,Illiterate,9078,Andhra Rastra Praja Samithi,0,0,34
Chandra Sekhar Yadav Muchakala,0,Post Graduate,8220,Rajyadhikara Party,750000,0,34
Kolati Gopinath,0,Graduate Professional,8342,Pyramid Party of India,2272624,0,34
Malli Venkateswarlu,0,12th Pass,9077,IND,5482100,0,34
Malyadri Ravulakollu,0,Post Graduate,9071,IND,500,0,34
Meda Malla Reddy,0,5th Pass,8341,IND,1382000,0,34
Mekapati Rajamohan Reddy,2,Graduate Professional,8343,Yuvajana Sramika Rythu Congress Party,361746068,0,34
Panditi Subbaiah,0,10th Pass,9075,IND,135000,0,34
Pattapu Ravi,0,Post Graduate,8340,BSP,11400123,1725000,34
Sukpalli Naveen,0,Graduate Professional,9074,IND,26002,0,34
Syed Haneef,2,Post Graduate,9072,Jai Samaikyandhra Party,48073859,4539500,34
Vakati Narayana Reddy,0,Graduate,8967,INC,2513866365,459322369,34
Adarsh Shastri,0,Graduate,8454,AAP,29967925,6107118,456
Ajeet Kumar,0,12th Pass,8006,IND,190000,0,456
Brijesh Kumar,0,Graduate,8451,IND,106000,0,456
Chandra Prakash,0,Post Graduate,8637,Bharatiya Kisan Sena Loktantrik,2345000,0,456
Draupadi Devi,0,8th Pass,8449,IND,24525000,0,456
Gaytri Prasad,0,12th Pass,8455,Bhartiya Shakti Chetna Party,18175500,183872,456
Hansraj,1,Graduate,8458,IND,680000,0,456
Hira Lal,0,Post Graduate,8005,IND,80000,0,456
Keshri Devi,2,Post Graduate,8007,BSP,83381189,9004927,456
Kunwar Rewati Raman Singh Alias Mani,0,Graduate Professional,8004,SP,46224239,0,456
Mahendra Kumar,0,Post Graduate,8450,Bahujan Mukti Party,275600,0,456
Mohd. Ameen Azhar Ansari,0,Literate,8632,Qaumi Ekta Dal,490000,0,456
Nand Gopal Gupta Nandi,7,10th Pass,8008,INC,881714000,642055000,456
Nistha Dev Maurya,0,Graduate,8452,Pragatisheel Samaj Party,1806000,245000,456
Parmanand,0,5th Pass,8011,IND,86000,0,456
Rajendra Prasad,0,12th Pass,8642,Kalyankari Jantantrik Party,4600000,0,456
Sanjay Robinson,0,12th Pass,8633,Naitik Party,105000,0,456
Shailendra Kumar Prajapati,0,12th Pass,8457,IND,6430641,0,456
Shiv Prasad Agrahari,0,5th Pass,8448,IND,60000,0,456
Shyam Charan,0,Post Graduate,8638,IND,430000,0,456
Shyam Sundar Das,0,12th Pass,8640,Sanatan Sanskriti Raksha Dal,785000,0,456
Shyama Charan Gupta,0,Graduate Professional,8003,BJP,472851707,0,456
Wahid Ali Alias Wajid Ali,0,Others,8010,Rashtriya Ulama Council,317224,0,456
Adesh Tyagi,0,Graduate,9719,IND,9715000,346480,483
Ajad,0,Literate,9709,GGP,277000,0,483
Anupriya Singh Patel,2,Post Graduate,9708,Apna Dal,26858156,1805603,483
Ashok Kumar,0,Graduate,9718,IND,1040000,0,483
Bhagwan Das,0,Graduate,9712,Bahujan Mukti Party,3387592,0,483
Brijesh Kumar Rai,0,Graduate Professional,9711,AAP,60359000,1000000,483
Devi,0,Literate,9722,IND,55216,0,483
Dr. Karnail Singh,0,Doctorate,9720,IND,5801000,0,483
Girjashankar,0,5th Pass,9721,IND,1270000,0,483
Hinchh Lal,0,Graduate,9724,IND,115000,0,483
Jeera Devi,0,Literate,9287,CPI(ML)L,36000,0,483
Jittoo,0,Graduate,9710,Lok Dal,24255000,0,483
Lalitesh Pati Tripathi,1,Graduate,9286,INC,71001002,0,483
Radheshyam Urf Radheshyam Insan,0,8th Pass,9713,Bhartiya Republican Party (Insan),290500,0,483
Rajaram,0,Literate,9723,IND,677500,0,483
Rammurat,0,Illiterate,9827,IND,51994,0,483
Samudra Bind,0,10th Pass,9288,BSP,79931998,16824018,483
Santosh Kumar,0,Graduate,9715,Samyak Parivartan Party,524500,0,483
Sarvesh Dubey,0,Graduate,9716,RPI(A),1047500,445000,483
Shivraj,0,Not Given,9714,Pragatisheel Manav Samaj Party,1062000,0,483
Sukchara Nand,0,8th Pass,9717,SHS,960000,0,483
Surendra Singh Patel,2,Literate,9285,SP,19941939,2341503,483
Vineet Sahai,0,Post Graduate,9826,AITC,49606061,2600000,483
Adhalrao Shivaji Dattatrey,10,Others,3391,SHS,253880475,61810866,283
Ashok Shirpati Khandebharad,2,Graduate,3392,MNS,11569911,1781742,283
Bajare Sitaram Namdeo (Baba),0,Graduate,3396,Bahujan Mukti Party,13978791,0,283
Dambale Ram Dharma,0,10th Pass,3688,IND,1383000,105000,283
Geetaram Ramchandra Kadam,0,12th Pass,3393,Socialist Party (India),6423981,1100000,283
Katore Mahadev Niwritti,0,Graduate,3687,IND,1052914,0,283
Milindraje Digambar Bhosale,0,10th Pass,3690,IND,3274,0,283
Nikam Devdatta Jaywant,3,Graduate,3685,NCP,7277063,296000,283
Nikam Sopanrao Pandharinath,0,Post Graduate,3395,AAP,35506712,300000,283
Nilesh Yashwant Mhaskule,0,12th Pass,3689,IND,819858,210000,283
Sonali Chandrashekhar Thorat,0,8th Pass,3691,IND,630000,0,283
Umesh Arjun Kanchan,0,8th Pass,3686,IND,91000,0,283
Vikas Sudam Kusekar,0,Graduate Professional,3397,AIFB,4055000,125000,283
Waghmare Sarjerao Bhika,0,12th Pass,3394,BSP,1671548,0,283
Aditya Kiritkumar Raval,1,12th Pass,5287,Vishva Hindustani Sangathan,642000,50000,117
Anilkumar Kasturchand,0,Graduate Professional,5289,IND,41494101,2400000,117
Budhdhpriya Jasvant Somabhai,0,Literate,7261,Prajatantra Aadhar Party,6565962,0,117
Dashrath Misrilal Devda,0,5th Pass,5284,IND,227060,56700,117
Dinesh Babulal Vaghela,0,Graduate,5286,AAP,24387875,4705653,117
Dutt Akashbhai Natwarbhai,5,Graduate Professional,5288,JD(U),208392,0,117
Khalifa Sansuddin Nasruddin,0,5th Pass,5282,Akhil Bharatiya Congress Dal (Ambedkar),1156000,0,117
Mev Atikbhai Abdulrahim,0,10th Pass,7262,IND,1290000,150000,117
Paresh Dahyalal Rawal,0,12th Pass,5283,BJP,795211576,81472461,117
Patel Himmatsingh Prahladsingh,1,8th Pass,4559,INC,38489984,1708500,117
Rohit Rajubhai Virjibhai,2,12th Pass,4561,BSP,358900,185000,117
Roshan Priyavadan Shah,0,Graduate Professional,4558,IND,27560000,800000,117
Sengal Naranbhai Tulshibhai,0,10th Pass,7259,Bahujan Suraksha Dal,45000,0,117
Vadhel Vijaykumar Manjibhai,0,10th Pass,7260,Hindusthan Nirman Dal,212240,0,117
Adsul Anandrao Vithoba,1,Graduate,315,SHS,32596257,1587104,257
Adv. Bandya Sane Alias Bandu Sampatrao Sane,0,Post Graduate,780,IND,31300,0,257
Ashatai Abhyankar Amravati,0,Graduate,2513,IND,3450000,1360000,257
