state,name,candidate id,party,uuid
UTTAR PRADESH,Krishna Pratap,9261,BJP,458
UTTAR PRADESH,Uma Bharti,5547,BJP,459
UTTAR PRADESH,Hukum Singh,655,BJP,460
UTTAR PRADESH,Brij Bhusan Sharan Singh,8725,BJP,461
UTTAR PRADESH,Dimple Yadav,4411,SP,462
UTTAR PRADESH,Dr.Murli Manohar Joshi,5714,BJP,463
UTTAR PRADESH,Vinod Kumar,8080,BJP,464
UTTAR PRADESH,Ajay Kumar,3107,BJP,465
UTTAR PRADESH,Rajesh Pandey Urf Guddu,9262,BJP,466
UTTAR PRADESH,Neelam,9268,BJP,467
UTTAR PRADESH,Raj Nath Singh,5743,BJP,468
UTTAR PRADESH,Ram Charitra Nishad,9278,BJP,469
UTTAR PRADESH,Pankaj,9282,BJP,470
UTTAR PRADESH,Tej Pratap Singh Yadav,9864,SP,471
UTTAR PRADESH,Deol Hema Malini Dharmendra,4424,BJP,472
UTTAR PRADESH,Rajendra Agarwal,667,BJP,473
UTTAR PRADESH,Anupriya Singh Patel,9708,Apna Dal,474
UTTAR PRADESH,Anju Bala,5768,BJP,475
UTTAR PRADESH,Kaushal Kishore,5774,BJP,476
UTTAR PRADESH,Kunwar Sarvesh Kumar,3117,BJP,477
UTTAR PRADESH,Dr. Sanjeev Kumar Balyan,663,BJP,478
UTTAR PRADESH,Yashwant Singh,3139,BJP,479
UTTAR PRADESH,Keshav Prasad,8081,BJP,480
UTTAR PRADESH,Maneka Sanjay Gandhi,3154,BJP,481
UTTAR PRADESH,Kuwar Harivansh Singh,8743,Apna Dal,482
UTTAR PRADESH,Sonia Gandhi,5781,INC,483
UTTAR PRADESH,Dr. Nepal Singh,3180,BJP,484
UTTAR PRADESH,Chhote Lal,9290,BJP,485
UTTAR PRADESH,Raghav Lakhanpal,685,BJP,486
UTTAR PRADESH,Ravindra Kushawaha,9298,BJP,487
UTTAR PRADESH,Satya Pal Singh,3189,BJP,488
UTTAR PRADESH,Sharad Tripathi,8099,BJP,489
UTTAR PRADESH,Krishna Raj,3206,BJP,490
UTTAR PRADESH,Daddan Mishra,8310,BJP,491
UTTAR PRADESH,Rajesh Kumar Singh,5798,BJP,492
UTTAR PRADESH,Feroze Varun Gandhi,8109,BJP,493
UTTAR PRADESH,Swami Sachchidanand Hari Sakshi,5810,BJP,494
UTTAR PRADESH,Narendra Modi,9769,BJP,495
UTTARAKHAND,Ajay Tamta,8297,BJP,496
UTTARAKHAND,(Maj Gen (Retd.) ) Bhuwan Chandra Khanduri (Avsm),74,BJP,497
UTTARAKHAND,Ramesh Pokhariyal Nishank,8381,BJP,498
UTTARAKHAND,Bhagat Singh Koshyari,7973,BJP,499
UTTARAKHAND,Mala Rajya Laxmi Shah,73,BJP,500
WEST BENGAL,Dasrath Tirkey,1775,AITC,501
WEST BENGAL,Aparupa Poddar (Afrin Ali),5819,AITC,502
WEST BENGAL,Babul Supriya Boral (Babul Supriyo),8249,BJP,503
WEST BENGAL,Adhir Ranjan Chowdhury,9306,INC,504
WEST BENGAL,Arpita Ghosh,4828,AITC,505
WEST BENGAL,Mamata Thakur,9907,AITC,506
WEST BENGAL,Sreemati Dev Varma (Moon Moon Sen),8266,AITC,507
WEST BENGAL,Dr. Kakali Ghoshdostidar,9318,AITC,508
WEST BENGAL,Sunil Kumar Mondal,6007,AITC,509
WEST BENGAL,Mamtaz Sanghamita,6016,AITC,510
WEST BENGAL,Dinesh Trivedi,9330,AITC,511
WEST BENGAL,Idris Ali,9340,AITC,512
WEST BENGAL,Satabdi Roy(Banerjee),6022,AITC,513
WEST BENGAL,Saumitra Khan,8270,AITC,514
WEST BENGAL,Anupam Hazra,6031,AITC,515
WEST BENGAL,Renuka Sinha,1766,AITC,516
WEST BENGAL,Surendrajeet Singh Ahluwalia,1797,BJP,517
WEST BENGAL,Abhishek Banerjee,9347,AITC,518
WEST BENGAL,Saugata Roy,9356,AITC,519
WEST BENGAL,Deepak Adhikari (Dev),9367,AITC,520
WEST BENGAL,Ratna De,6036,AITC,521
WEST BENGAL,Prasun Banerjee,6048,AITC,522
WEST BENGAL,Sugata Bose,9377,AITC,523
WEST BENGAL,Bijoy Chandra Barman,1785,AITC,524
WEST BENGAL,Abhijit Mukherjee,4831,INC,525
WEST BENGAL,Pratima Mondal,9380,AITC,526
WEST BENGAL,Uma Saren,8253,AITC,527
WEST BENGAL,Sisir Kumar Adhikari,9391,AITC,528
WEST BENGAL,Subrata Bakshi,9398,AITC,529
WEST BENGAL,Sudip Bandyopadhyay,9412,AITC,530
WEST BENGAL,Tapas Paul,9422,AITC,531
WEST BENGAL,Abu Hasem Kahn Chowdhury,4363,INC,532
WEST BENGAL,Mausam Noor,4370,INC,533
WEST BENGAL,Choudhury Mohan Jatua,9426,AITC,534
WEST BENGAL,Sandhya Roy,8259,AITC,535
WEST BENGAL,Badaruddoza Khan,4376,CPI(M),536
WEST BENGAL,Mriganka Mahato,8262,AITC,537
WEST BENGAL,Md. Salim,4380,CPI(M),538
WEST BENGAL,Tapas Mandal,9436,AITC,539
WEST BENGAL,Kalyan Banerjee,6058,AITC,540
WEST BENGAL,Suvendu Adhikari,9439,AITC,541
WEST BENGAL,Sultan Ahmed,6066,AITC,542
WEST BENGAL,Sultan Ahmed,6067,AITC,543
