uuid,did,cid,name,cname,designation
6183,5634,68,Prakash V Mehta,Bharat Bijlee Ltd,Director
6184,5635,4702,Prakash Vinayak Apte,PSL Ltd,Director
6185,5636,288,Pramod Agarwal,Gillette India Ltd,Alternate Director
6186,5637,27387,Pramod Bhagat,L T Foods Ltd,Director
6187,5638,27272,Pramod Kasat,Supreme Infrastructure India Ltd,Director
6188,5639,27458,Pramod Kothari,NKG Infrastructure Ltd,Company Secretary
6189,5640,27458,Pramod Kumar Garg,NKG Infrastructure Ltd,Whole-time Director
6190,5641,141,Pramod Kumar Jain,DCW Ltd,Managing Director
6191,5642,3226,Pramod Kumar Mandloi,K S Oils Ltd,Director
6192,5643,12399,Pramod Kumar Singh,Indian Farmers Fertilizer Cooperative Ltd,Director
6193,5644,4936,Pramod Kumar Tandon,Kothari Products Ltd,Director
6194,5645,413,Pramod Mittal,JSW ISPAT Steel Ltd,Director
6195,5646,665,Pramod Nangia,IBP Co. Ltd(merged),Director
6196,5647,516,Pramod S Jalan,Siyaram Silk Mills Ltd,Director
6197,5648,12109,Pramod Suri,Bharat Aluminium Company Ltd,Director
6198,5649,3707,Pramodkumar G Zalani,Riddhi Siddhi Gluco Biols Ltd,Director
6199,5650,12380,Pran Gopal Nandi,Bharat Coking Coal Ltd,Director (Finance)
6200,5651,13683,Pran Nath Talwar,Nitco Ltd,Chairman
6201,5652,24985,Pranab Ghosal,International Tractors Ltd,Whole-time Director
6202,5653,303,Pranabh Mody,J B Chemicals & Pharamaceuticals Ltd,President & Whole-time Dir.
6203,5654,2820,Pranav Ansal,Ansal Properties & Infrastructure Ltd,Vice Chairman & M.D.
6204,5655,1065,Pranav Bhardwaj,Sunflag Iron & Steel Company Ltd,Joint Managing Director
6205,5656,27313,Pranav Gupta,Parabolic Drugs Ltd,Managing Director
6206,5657,20696,Pranav V Adani,Adani Wilmar Ltd,Managing Director
6207,5658,3617,Pranay Godha,Ipca Laboratories Ltd,Executive Director
6208,5659,1056,Pranay Kothari,Polyplex Corporation Ltd,Executive Director
6209,5660,135,Pranay Vakil,Deepak Fertilizers & Petrochemicals Corp Ltd,Director
6210,5661,862,Praneet Mutha,Vippy Industries Ltd,Executive Director
6211,5662,59,Prasad Chandran,BASF India Ltd,Chairman & Managing Director
6212,5663,378,Prasad Chandran,Bosch Ltd,Director
6213,5664,552,Prasad R Menon,Tata Chemicals Ltd,Director
6214,5665,37,Prasad R Menon,SKF India Ltd,Director
6215,5666,12330,PRASAD RAGHAVA MENON,Tata B P Solar India Ltd,Director
6216,5667,12581,Prasad Rajan Ray,West Bengal Power Devp. Corpn. Ltd,Director
6217,5668,53,Prasan Firodia,Force Motors Ltd,Managing Director
6218,5669,3616,Prasanna Chandra,Torrent Pharmaceuticals Ltd,Director
6219,5670,329,Prasanta Kumar Mallik,Kesoram Industries Ltd,Director
6220,5671,25777,Prashant Agarwal,Bombay Rayon Fashions Ltd,Managing Director
6221,5672,152,Prashant C Amin,Elecon Engineering Company Ltd,Executive Director
6222,5673,3617,Prashant Godha,Ipca Laboratories Ltd,Whole-time Director
6223,5674,1076,Prashant Jhawar,Usha Martin Ltd,Chairman
6224,5675,13051,Prashant Mehta,Rajesh Exports Ltd,Managing Director
6225,5676,19961,Prashant Mehta,Shoppers Stop Ltd,Company Secretary
6226,5677,17405,Prashant Tewari,USV Ltd,Managing Director
6227,5678,19432,Prashanth Dinesh Mallya,Sun Microsystems India Pvt Ltd,Company Secretary
6228,5679,336,Pratap B Shirke,Kirloskar Brothers Ltd,Director
6229,5680,368,Pratap Narayan,Mangalore Chemicals & Fertilizers Ltd,Director
6230,5681,53,Pratap Pawar,Force Motors Ltd,Director
6231,5682,4689,Prateek Gupta,Ushdev International Ltd,Managing Director
6232,5683,151,Prateek Jalan,Eicher Motors Ltd,Director
6233,5684,3313,Prateep Kumar Lahiri,Shiv-Vani Oil & Gas Exploration Services Ltd,Director
6234,5685,19440,Prathap C Reddy,PPN Power Generating Company Pvt Ltd,Chairman
6235,5686,636,Prathap C Reddy,Apollo Hospitals Enterprise Ltd,Executive Chairman
6236,5687,2301,Pratibha Karan,Fertilizers & Chemicals Travancore Ltd,Director(Parttime Non-officia)
6237,5688,3546,Pratik Bhanushali,Vakrangee Softwares Ltd,Company Secretary
6238,5689,12498,Pratik Rashmikant Pota,Pepsi Foods Pvt Ltd,Director
6239,5690,12196,Praveen Chandra Sood,EMC Ltd,Director (Business Developmnt)
6240,5691,24268,Praveen Kumar,Rites Ltd,Part Time Chairman
6241,5692,2141,Praveen Kumar,EMCO Ltd,Company Secretary
6242,5693,14266,Praveen Kumar Singh,Jaiprakash Power Ventures Ltd,Whole-time Director
6243,5694,1149,Praveen Lakhera,Jamna Auto Industries Ltd,Company Secretary
6244,5695,29113,Praveen P Kadle,Tata Capital Ltd,Managing Director & CEO
6245,5696,27756,Praveen P Kadle,Tata Motors Finance Ltd,Chairman
6246,5697,12999,Praveen Purushottam Kadle,Tata AutoComp Systems Ltd,Non Executive Director
6247,5698,21331,Pravin Agarwal,Sterlite Technologies Ltd,Whole-time Director
6248,5699,200,Pravin D Chaudhari,Kansai Nerolac Paints Ltd,Whole-time Director
6249,5700,2650,Pravin K Laheri,P I Industries Ltd,Director
6250,5701,1971,Pravin Kumar,Spanco Ltd,Director
6251,5702,1076,Pravin Kumar Jain,Usha Martin Ltd,JMD & Chief Execu. (wire Rope
6252,5703,4244,Pravin P Shah,Adani Enterprises Ltd,Director
6253,5704,25777,Pravin P Shah,Bombay Rayon Fashions Ltd,Director
6254,5705,1320,Pravin Patel,Patel Engineering Ltd,Chairman
6255,5706,22137,Pravinkumar M Ganatra,Sadbhav Engineering Ltd,Director
6256,5707,12041,Pravir Kumar,National Small Industries Corporation Ltd,Nominee (Govt)
6257,5708,24882,Pravir Vohra,Firstsource Solutions Ltd,Nominee (ICICI)
6258,5709,12466,Pravir Vohra,ICICI Securities Ltd,Director
6259,5710,152,Prayasvin B Patel,Elecon Engineering Company Ltd,Chairman and MD & CEO
6260,5711,19440,Preetha Reddy,PPN Power Generating Company Pvt Ltd,Director
6261,5712,636,Preetha Reddy,Apollo Hospitals Enterprise Ltd,Managing Director
6262,5713,22406,Preeti K Trivedi,Compuage Infocom Ltd,Director
6263,5714,2401,Preeti Khandelwal,HBL Power Systems Ltd,Director
6264,5715,1520,Preeti Malhotra,S Mobility Ltd,Executive Director & CS
6265,5716,12111,Preeti Mehta,Hexaware Technologies Ltd,Director
6266,5717,12399,Prem Chandra Munshi,Indian Farmers Fertilizer Cooperative Ltd,Director
6267,5718,5807,Prem Khandelwal,Indian Metals & Ferro Alloys Ltd,Company Secretary
6268,5719,27662,Prem Kumar,SEL Manufacturing Company Ltd,Independent Director
6269,5720,15783,Prem Kumar Bhajanka,Century Plyboards (India) Ltd,Managing Director
6270,5721,3243,Prem Malik,Spentex Industries Ltd,Director
6271,5722,1325,Prem Narayan Varshney,Rathi Steel & Power Ltd,Director
6272,5723,24955,Prem Prakash Mirdha,Indiabulls Financial Services Ltd,Director
6273,5724,24268,Prem Saigal,Rites Ltd,Director
6274,5725,27738,Prem Singh Rana,Omaxe Ltd,Director
6275,5726,3313,Prem Singhee,Shiv-Vani Oil & Gas Exploration Services Ltd,Chairman & Managing Director
6276,5727,3617,Premchand Godha,Ipca Laboratories Ltd,Chairman & Managing Director
6277,5728,8029,Prince Asirvatham,TVS Motor Company Ltd,Director
6278,5729,12966,Prince Asirvatham,Gokaldas Exports Ltd,Director
6279,5730,12966,Prince Asirvatham,Gokaldas Exports Ltd,Director
6280,5731,24800,Pritam Singh,Parsvnath Developers Ltd,Director
6281,5732,20631,Pritam Singh,Dish TV India Ltd,Director
6282,5733,237,Pritam Singh,Hero MotoCorp Ltd,Director
6283,5734,21351,Prithpal Singh,Prithvi Information Solutions Ltd,Director
6284,5735,42,Prithvi Raj Chawla,Atlas Cycles (Haryana) Ltd,Director
6285,5736,19109,Priti M Choksi,Gitanjali Exports Corporation Ltd,Director
6286,5737,2061,Priti P Dave,Nilkamal Ltd,Company Secretary
6287,5738,1247,Priti Shirke,Eskay KnIT (India) Ltd,Company Secretary
6288,5739,6423,Priti Sureka,Emami Ltd,Whole-time Director
6289,5740,151,Priya Brat,Eicher Motors Ltd,Director
6290,5741,2626,Priya Brat,Dhampur Sugar Mills Ltd,Director
6291,5742,24985,Priya Tosh Sood,International Tractors Ltd,Company Secretary
6292,5743,246,Priya Vishwanathan,Hindustan Dorr-Oliver Ltd,Company Secretary
6293,5744,1896,Priyadarshan B Mehta,Sterling Biotech Ltd,Director
6294,5745,16667,Priyanaka Sharma,BLB Ltd,Company Secretary
6295,5746,5991,Priyanka Mittal,KRBL Ltd,Whole-time Director
6296,5747,5991,Priyanka Mittal,KRBL Ltd,Whole-time Director
6297,5748,5342,Priyanshu A Shah,Asian Star Company Ltd,Executive Director
6298,5749,1320,Priyavadan C Purohit,Patel Engineering Ltd,Independent Director
6299,5750,24949,Priyavrat Bhartia,H T Media Ltd,Whole-time Director
6300,5751,17158,Promilla Bakshi,RRB Energy Ltd,Director
6301,5752,12045,Prosanta Kumar Mallik,Paharpur Cooling Towers Ltd,Director
6302,5753,2300,Proshanto Banerjee,State Trading Corporation of India Ltd,Director(PartTime NonOfficial)
6303,5754,25093,Puesh Kumar,Dharampal Satyapal Ltd,Whole-time Director
6304,5755,27660,Pulak Benerjee,Brandhouse Retails Ltd,Company Secretary
6305,5756,15542,Pulak Chandan Prasad,Bharti Airtel Ltd,Director
6306,5757,64,Pulak Prasad,Berger Paints India Ltd,Additional Director
6307,5758,3898,Puneesh Kapoor,Hindustan Copper Ltd,Part Time Non Official Ind.Dir
6308,5759,24038,Puneet Agarwal,Delhi Assam Roadways Corporation Ltd,Director
6309,5760,6548,Puneet Bhatia,Shriram City Union Finance Ltd,Director
6310,5761,1745,Puneet Bhatia,Shriram Transport Finance Company Ltd,Nominee
6311,5762,422,Puneet Dalmia,OCL India Ltd,Director
6312,5763,131,Puneet Dalmia,Dalmia Bharat Sugar & Industries Ltd,Managing Director
6313,5764,23753,Puneet Kumar Saraf,Mauria Udyog Ltd,Director
6314,5765,27698,Punit Arora,Religare Finvest Ltd,Company Secretary
6315,5766,3126,Punit Goenka,Zee Entertainment Enterprises Ltd,Managing Director & CEO
6316,5767,14618,Purnandu Jain,Ankur Drugs & Pharma Ltd,Chairman & Managing Director
6317,5768,4019,Purnima Sharma,Fedders Lloyd Corporation Ltd,Company Secretary
6318,5769,28574,Purushottam C Mandhana,Mandhana Industries Ltd,Chairman & Managing Director
6319,5770,694,Pushkar Sahay,Oudh Sugar Mills Ltd,Nominee (SBI)
6320,5771,25397,Pushpa K Avarsekar,Unity Infraprojects Ltd,Executive Director
6321,5772,27242,Pushpak Kumar,B.L.Kashyap & Sons Ltd,Company Secretary
6322,5773,15192,Putcha Parvathisem,Northern Coalfields Ltd,Director
6323,5774,4361,Puthenveetil J Vincent,Arch Pharmalabs Ltd,Additional Director
6324,5775,3272,Qimat Rai Gupta,Havells India Ltd,Chairman & Managing Director
6325,5776,255,R A Mashelkar,Hindustan Unilever Ltd,Director
6326,5777,412,R A Mashelkar,Piramal Healthcare Ltd,Director
6327,5778,560,R A Mashelkar,Tata Motors Ltd,Director
6328,5779,123,R A Savoor,Coromandel International Ltd,Director
6329,5780,148,R A Savoor,EID Parry (India) Ltd,Director
6330,5781,118,R A Shah,Colgate-Palmolive (India) Ltd,Vice Chairman
6331,5782,657,R A Shah,Godfrey Phillips India Ltd,Chairman
6332,5783,106,R A Shah,Century Enka Ltd,Director
6333,5784,59,R A Shah,BASF India Ltd,Director
6334,5785,6,R A Shah,ACC Ltd,Director
6335,5786,34,R A Shah,Asian Paints Ltd,Director
6336,5787,85,R A Shah,Bombay Dyeing & Manufacturing Company Ltd,Director
6337,5788,3026,R A Shah,Lupin Ltd,Director
6338,5789,434,R A Shah,Pfizer Ltd,Chairman
6339,5790,43,R A Shah,Atul Ltd,Alternate Director
6340,5791,135,R A Shah,Deepak Fertilizers & Petrochemicals Corp Ltd,Director
6341,5792,8021,R A Shah,Wockhardt Ltd,Director
6342,5793,480,R A Shah,Procter & Gamble Hygiene and Health Care Ltd,Chairman
6343,5794,119,R A Shah,Clariant Chemicals (India) Ltd,Chairman
6344,5795,5704,R Afshin,Madras Fertilizers Ltd,Director
6345,5796,1057,R Agrawal,Uttam Galva Steels Ltd,Company Secretary
6346,5797,14252,R Asokan,Engineering Projects (India) Ltd,Official Director (Part time)
6347,5798,12052,R Asokan,Heavy Engineering Corporation Ltd,Nominee (Govt)
6348,5799,12197,R B Barman,Housing & Urban Development Corporation Ltd,Director(PartTime NonOfficial)
6349,5800,53,R B Bhandari,Force Motors Ltd,Director
6350,5801,1896,R B Dixit,Sterling Biotech Ltd,Director
6351,5802,213,R B Panchal,Gujarat Narmada Valley Fertilisers Company Ltd,Company Secretary
6352,5803,111,R B Raheja,Exide Industries Ltd,Vice Chairman & Non executive
6353,5804,808,R B Rathi,Sudarshan Chemical Industries Ltd,Director
6354,5805,16083,R B Thong,North Eastern Electric Power Corporation Ltd,Director (Part-Time)
6355,5806,246,R Balarami Reddy,Hindustan Dorr-Oliver Ltd,Director
6356,5807,5954,R Balarami Reddy,IVRCL Ltd,ED - Finance & Group CFO
6357,5808,5954,R Balarami Reddy,IVRCL Ltd,Whole-time Director
6358,5809,1879,R Banga,Hind Lever Chemicals Ltd - (Merged),Whole-time Director
6359,5810,5075,R C Agarwal,Sharda Solvent Ltd,Chairman
6360,5811,12874,R C Asukar,Goa Shipyard Ltd,Company Secretary
6361,5812,15962,R C Banka,Tractors & Farm Equipment Ltd,Director
6362,5813,17416,R C Bhargava,Polaris Financial Technology Ltd,Director
6363,5814,3392,R C Bhargava,Dabur India Ltd,Director
6364,5815,5496,R C Bhargava,Maruti Suzuki India Ltd,Chairman (Non-Executive)
6365,5816,23040,R C Bhargava,Idea Cellular Ltd,Director
6366,5817,24951,R C Bhargava,UltraTech Cement Ltd,Director
6367,5818,5503,R C Bhargava,Infrastructure Leasing & Financial Services Ltd,Director
6368,5819,227,R C Bhargava,Grasim Industries Ltd,Director
6369,5820,105,R C Daga,ITD Cementation India Ltd,Company Secretary
6370,5821,20711,R C Hemalatha,CavinKare Pvt Ltd,Whole-time Director
6371,5822,14170,R C Joshi,Western Coalfields Ltd,Director
6372,5823,1369,R C Mansukhani,Man Industries (India) Ltd,Chairman
6373,5824,16940,R C Mishra,Delhi Metro Rail Corporation Ltd,Director
6374,5825,1105,R C Misra,India Glycols Ltd,Director
6375,5826,849,R C Pandey,Jaiprakash Industries Ltd - (Merged),Nominee (IFCI)
6376,5827,1129,R C Rawat,Kajaria Ceramics Ltd,Senior Vice President & CS
6377,5828,25157,R C Sapra,Dakshin Haryana Bijli Vitran Nigam Ltd,Director (Projects)
6378,5829,195,R C Sequeira,Glaxosmithkline Pharma Ltd,Executive Director (HR)
6379,5830,20058,R C Sharma,Triveni Engineering and Industries Ltd,Director
6380,5831,2275,R C Sharma,Triveni Engineering & Industries Ltd (Merged),Director
6381,5832,12001,R C Shrivatsav,NTPC Ltd,Director (Human Resources)
6382,5833,849,R C Vaish,Jaiprakash Industries Ltd - (Merged),Director
6383,5834,14266,R C Vaish,Jaiprakash Power Ventures Ltd,Director
6384,5835,2820,R C Vaish,Ansal Properties & Infrastructure Ltd,Director
6385,5836,20703,R Chandra Mohan,Indraprastha Gas Ltd,Additional Director
6386,5837,13586,R Chandrasekaran,Cognizant Technology Solutions India Pvt Ltd,President & Managing Director
6387,5838,22735,R D Batra,Bhushan Power & Steel Ltd,Director
6388,5839,27273,R D Chandak,K E C International Ltd,Managing Director & CEO
6389,5840,12350,R D Goyal,GAIL (India) Ltd,Director (Projects)
6390,5841,27558,R D Modi,MBL Infrastructures Ltd,Independent Addi. Director
6391,5842,19983,R D Somani,Videocon Industrial Finance Ltd,Director
6392,5843,1150,R Dayal,Jay Bharat Maruti Ltd,Nominee
6393,5844,6548,R Duruvasan,Shriram City Union Finance Ltd,Managing Director &Addtnl Dir.
6394,5845,12874,R F Contractor,Goa Shipyard Ltd,Official Director (Part time)
6395,5846,13023,R G Chandramogan,Hatsun Agro Product Ltd,Chairman & Managing Director
6396,5847,171,R G D Silva,Finolex Cables Ltd,Company Secretary
6397,5848,23003,R G Gupta,Rajasthan Rajya Vidyut Prasaran Nigam Ltd,Director
6398,5849,111,R G Kapadia,Exide Industries Ltd,Chairman & Non Executive Dir.
6399,5850,2297,R G Rajan,Rashtriya Chemicals & Fertilizers Ltd,Chairman & Managing Director
6400,5851,552,R Gopalakrishnan,Tata Chemicals Ltd,Vice Chairman
6401,5852,266,R Gopalakrishnan,Akzo Nobel India Ltd,Director
6402,5853,292,R Gopalakrishnan,Castrol India Ltd,Director
6403,5854,94,R Gopalakrishnan,Brooke Bond Lipton India Ltd (Merged),Managing Director
6404,5855,554,R Gopalakrishnan,Tata Power Company Ltd,Director
6405,5856,465,R Gopalakrishnan,Rallis India Ltd,Chairman
6406,5857,12323,R Gopalakrishnan,Tata Sons Ltd,Director
6407,5858,266,R Guha,Akzo Nobel India Ltd,Company secretary
6408,5859,13279,R Gupta,Uranium Corporation Of India Ltd,Chairman & Managing Director
6409,5860,2300,R H Dholakia,State Trading Corporation of India Ltd,Director(PartTime NonOfficial)
6410,5861,12068,R H Dholakia,Power Finance Corporation Ltd,Director(Parttime Non-officia)
6411,5862,21241,R H Patil,National Stock Exchange Of India Ltd,Director
6412,5863,25578,R H Sawkar,MSPL Ltd,Director
6413,5864,12083,R I Modi,Cadila Pharmaceuticals Ltd,Managing Director
6414,5865,432,R J Wani,Philips Electronics India Ltd,Company Secretary
6415,5866,25091,R Jagannathan,Bharti Mobile Ltd,Company Secretary
6416,5867,12586,R Jayachandran,Redington India Ltd,Director
6417,5868,7247,R Jayaraman Iyer,Ispat Mettallics India Ltd(merged),Nominee (IBDI)
6418,5869,12584,R Jeyaseelan,NHPC Ltd,Director(PartTime NonOfficial)
6419,5870,700,R Jhunjhunwala,RSWM Ltd,Chairman
6420,5871,2334,R K Agarwal,ITI Ltd,Director (Marketing)
6421,5872,965,R K Agarwal,Jindal Saw Ltd,Director
6422,5873,22008,R K Agarwal,Bharat Sanchar Nigam Ltd,Director
6423,5874,23580,R K Agarwal,Jaipur Vidyut Vitran Nigam Ltd,Director
6424,5875,23579,R K Agarwal,Rajasthan Rajya Vidyut Utpadan Nigam Ltd,Director
6425,5876,23401,R K Agrawal,Indian Railway Catering & Tourism Corporation Ltd,Director
6426,5877,28186,R K Ahooja,BILT Graphic Paper Products Ltd,Director
6427,5878,24288,R K Bachan,Aristo Pharmaceuticals Ltd,Whole-time Director
6428,5879,4702,R K Bahri,PSL Ltd,Whole-time Director
6429,5880,820,R K Bansal,Lloyds Steel Industries Ltd,Nominee (IDBI)
6430,5881,1129,R K Bhargava,Kajaria Ceramics Ltd,Director
6431,5882,856,R K Bhatnagar,Denso India Ltd,Director
6432,5883,2626,R K Chaujar,Dhampur Sugar Mills Ltd,Nominee
6433,5884,2208,R K Choudhury,Balrampur Chini Mills Ltd,Director
6434,5885,4640,R K Daga,Hindusthan National Glass & Industries Ltd,Director
6435,5886,519,R K Daga,Somany Ceramics Ltd,Director
6436,5887,270,R K Das,India Cements Ltd,Director
6437,5888,25350,R K Dhami,National Agricultural Co-Op Mktg Fedn of India,Director
6438,5889,12135,R K Dhami,Krishak Bharati Co-operative Ltd,Vice Chairman
6439,5890,20099,R K Garg,Petronet LNG Ltd,Director (Finance)
6440,5891,3049,R K Garg,Shri Lakshmi Cotsyn Ltd,Director
6441,5892,2339,R K Ghosh,Chennai Petroleum Corporation Ltd,Director (Refineries)
6442,5893,12029,R K Grover,Engineers India Ltd,Director (Projects)
6443,5894,22735,R K Gupta,Bhushan Power & Steel Ltd,Company Secretary
6444,5895,23579,R K Gupta,Rajasthan Rajya Vidyut Utpadan Nigam Ltd,Director
6445,5896,7247,R K Jain,Ispat Mettallics India Ltd(merged),Company Secretary
6446,5897,12001,R K Jain,NTPC Ltd,Director (Technical)
6447,5898,12115,R K Kedia,Cotton Corporation Of India Ltd,Director
6448,5899,5420,R K Khullar,ONGC Videsh Ltd,Director
6449,5900,3663,R K Kothari,Kalpena Industries Ltd,Whole-time Director
6450,5901,12323,R K Krishna Kumar,Tata Sons Ltd,Director
6451,5902,557,R K Krishna Kumar,Tata Global Beverages Ltd,Vice Chairman
6452,5903,282,R K Krishna Kumar,Indian Hotels Co Ltd,Vice Chairman
6453,5904,12734,R K Krishna Kumar,Tata International Ltd,Additional Director
6454,5905,365,R K Kulkarni,Mahindra & Mahindra Ltd,Director
6455,5906,2307,R K Malhotra,Hindustan Zinc Ltd,Nominee (Govt)
6456,5907,12002,R K Malhotra,Indian Oil Corporation Ltd,Director (Research & Devplmnt)
6457,5908,12109,R K Malhotra,Bharat Aluminium Company Ltd,Nominee
6458,5909,12041,R K Manchanda,National Small Industries Corporation Ltd,Nominee (Govt)
6459,5910,12083,R K Mankodi,Cadila Pharmaceuticals Ltd,Company Secretary
6460,5911,12399,R K Meena,Indian Farmers Fertilizer Cooperative Ltd,Director
6461,5912,2303,R K Mishra,Neyveli Lignite Corporation Ltd,Director(PartTime NonOfficial)
6462,5913,2301,R K Mishra,Fertilizers & Chemicals Travancore Ltd,Director(Parttime Non-officia)
6463,5914,3306,R K Narang,Reliance Petroleum Ltd (Merged),Whole-time Director
6464,5915,14266,R K Narang,Jaiprakash Power Ventures Ltd,Whole-time Director
6465,5916,12001,R K Pachauri,NTPC Ltd,Director(PartTime NonOfficial)
6466,5917,29582,R K Palai,SKS Ispat & Power Ltd,Whole-time Director
6467,5918,23633,R K Pandey,Hanung Toys and Textiles Ltd,Director
6468,5919,3924,R K Pandey,Sanghi Industries Ltd,Director
6469,5920,4162,R K Pandey,Jindal Poly Films Ltd,Director
6470,5921,17158,R K Sachdeva,RRB Energy Ltd,Vice President & CS
6471,5922,12502,R K Saha,Central Coalfields Ltd,Chairman & Managing Director
6472,5923,12029,R K Saxena,Engineers India Ltd,Director (Commercial)
6473,5924,737,R K Sharma,Dhunseri Petrochem & Tea Ltd,Executive Director (Finance)
6474,5925,23638,R K Sharma,Haryana Power Generation Corporation Ltd,Director
6475,5926,12009,R K Singh,Indian Airlines Ltd,Director
6476,5927,12055,R K Singh,Air India Ltd(merged),Director
6477,5928,12397,R K Singh,Numaligarh Refinery Ltd,Director
6478,5929,15293,R K Singh,Jaiprakash Associates Ltd,Whole-time Director
6479,5930,15293,R K Singh,Jaiprakash Associates Ltd,Whole-time Director
6480,5931,20099,R K Singh,Petronet LNG Ltd,Nominee Director BPCL
6481,5932,2290,R K Singh,Bharat Petroleum Corporation Ltd,CMD & Director (Refineries)
6482,5933,4123,R K Sood,Ind-Swift Ltd,Company Secretary
6483,5934,26626,R K Taneja,Narmada Hydroelectric Development Corporation Ltd,Director
6484,5935,213,R K Tripathi,Gujarat Narmada Valley Fertilisers Company Ltd,Director
6485,5936,5540,R K Upadhyay,Telecommunications Consultants India Ltd,Chairman & Managing Director
6486,5937,22008,R K Upadhyay,Bharat Sanchar Nigam Ltd,Chairman & Managing Director
6487,5938,16940,R K Verma,Delhi Metro Rail Corporation Ltd,Director
6488,5939,12135,R Kamra,Krishak Bharati Co-operative Ltd,Director (Finance)
6489,5940,2303,R Kandasamy,Neyveli Lignite Corporation Ltd,Director (Planning & Project)
6490,5941,28009,R Kandaswamy,K P R Mill Ltd,Company Secretary
6491,5942,28441,R Kannan,Vascon Engineers Ltd,Director
6492,5943,3608,R Kannan,Supreme Petrochem Ltd,Director
6493,5944,23420,R Kannan,Petrocon India Ltd(merged),Nominee (ICICI)
6494,5945,848,R Karthikeyan,Tamil Nadu Petro Products Ltd,Director
6495,5946,12854,R Kashyap,Indian Railway Finance Corporation Ltd,Managing Director
6496,5947,23257,R Khandelwal,Uttar Haryana Bijli Vitran Nigam Ltd,Company Secretary
6497,5948,110,R Krishnamoorthy,Chettinad Cement Corporation Ltd,Director
6498,5949,21953,R Krishnamoorthy,Lanco Infratech Ltd,Additional Director
6499,5950,2306,R Krishnan,Bharat Heavy Electricals Ltd,Director (Human Resources)
6500,5951,12581,R L Chaudhuri,West Bengal Power Devp. Corpn. Ltd,Executive Director
6501,5952,19296,R L Chowgule,Chowgule & Company Pvt Ltd,Joint Managing Director
6502,5953,519,R L Gaggar,Somany Ceramics Ltd,Director
6503,5954,3348,R L Gaggar,SPML Infra Ltd,Director
6504,5955,508,R L Gaggar,Shree Cement Ltd,Director
6505,5956,849,R L Gupta,Jaiprakash Industries Ltd - (Merged),Director
6506,5957,704,R L Gupta,Ruchi Soya Industries Ltd,Company Secretary
6507,5958,14266,R L Gupta,Jaiprakash Power Ventures Ltd,Director
6508,5959,12420,R L Narasimhan,Panacea Biotec Ltd,Director
6509,5960,12420,R L Narasimhan,Panacea Biotec Ltd,Director
6510,5961,151,R L Ravichandran,Eicher Motors Ltd,Whole-time Director
6511,5962,2990,R L Toshniwal,Banswara Syntex Ltd,Chairman
6512,5963,19440,R M Avenenti,PPN Power Generating Company Pvt Ltd,Alternate Director
6513,5964,3219,R M Gandhi,Pidilite Industries Ltd,Director
6514,5965,848,R M Muthukaruppan,Tamil Nadu Petro Products Ltd,Managing Director
6515,5966,6437,R M Premkumar,Afcons Infrastructure Ltd,Director
6516,5967,23050,R M Premkumar,Pipavav Defence & Offshore Engineering Company Ltd,Director
6517,5968,23050,R M Premkumar,Pipavav Defence & Offshore Engineering Company Ltd,Additional Director
6518,5969,12350,R M Sethi,GAIL (India) Ltd,Part Time Non Official Ind.Dir
6519,5970,20350,R M Unni,Kalyani Carpenter Special Steels Ltd,Executive Director & CEO
6520,5971,1026,R M V Raman,GHCL Ltd,Nominee (EXIM)
6521,5972,25134,R Madhavan,Sundaram Auto Components Ltd,Secretary
6522,5973,28069,R Madhavan,WABCO India Ltd,Company Secretary
6523,5974,28069,R Madhavan,WABCO India Ltd,Company Secretary
6524,5975,399,R Mallya,McDowell & Company Ltd (Merged),Director
6525,5976,12363,R Manohar,Bridge & Roof Co India Ltd,Director
6526,5977,243,R Mehrotra,Novartis India Ltd,Director
6527,5978,12052,R Misra,Heavy Engineering Corporation Ltd,Director (Finance)
6528,5979,12502,R Mohan Das,Central Coalfields Ltd,Director (Part-Time)
6529,5980,12019,R Mohan Das,Coal India Ltd,Director (Personnel)
6530,5981,552,R Mukundan,Tata Chemicals Ltd,Managing Director
6531,5982,465,R Mukundan,Rallis India Ltd,Director
6532,5983,281,R Muralidhar,IFB Industries Ltd,Director
6533,5984,12059,R N Aga,NMDC Ltd,Part Time Non Official Ind.Dir
6534,5985,3029,R N Bansal,Chambal Fertilisers & Chemicals Ltd,Director
6535,5986,737,R N Bhardwaj,Dhunseri Petrochem & Tea Ltd,Director
6536,5987,1255,R N Bhardwaj,Amtek Auto Ltd,Additional Director
6537,5988,23401,R N Bhardwaj,Indian Railway Catering & Tourism Corporation Ltd,Director
6538,5989,23238,R N Bhardwaj,Lanco Kondapalli Power Private Ltd,Nominee (IFCI)
6539,5990,14266,R N Bhardwaj,Jaiprakash Power Ventures Ltd,Director
6540,5991,15293,R N Bhardwaj,Jaiprakash Associates Ltd,Director
6541,5992,15293,R N Bhardwaj,Jaiprakash Associates Ltd,Director
6542,5993,2208,R N Das,Balrampur Chini Mills Ltd,Independent Director
6543,5994,2846,R N Ghosal,Tide Water Oil Co (I) Ltd,Director
6544,5995,13279,R N Jayaraj,Uranium Corporation Of India Ltd,Director
6545,5996,5540,R N Jha,Telecommunications Consultants India Ltd,Nominee (Govt)
6546,5997,16940,R N Joshi,Delhi Metro Rail Corporation Ltd,Director (Finance)
6547,5998,5807,R N Misra,Indian Metals & Ferro Alloys Ltd,Director
