uuid,did,cid,name,cname,designation
6548,5999,607,R N Mody,West Coast Paper Mills Ltd,Director
6549,6000,18105,R N Mukhija,Larsen & Toubro Infotech Ltd,Director
6550,6001,597,R N Mukhija,Voltas Ltd,Director
6551,6002,18105,R N Mukjija,Larsen & Toubro Infotech Ltd,Director
6552,6003,5455,R N Nayak,Power Grid Corporation of India Ltd,Chairman & Managing Director
6553,6004,85,R N Tata,Bombay Dyeing & Manufacturing Company Ltd,Director
6554,6005,557,R N Tata,Tata Global Beverages Ltd,Chairman
6555,6006,554,R N Tata,Tata Power Company Ltd,Chairman
6556,6007,21,R N Tata,Andhra Valley Power Supply Company Ltd (Merged),Chairman
6557,6008,12019,R N Trivedi,Coal India Ltd,Independent Director
6558,6009,14170,R N Verma,Western Coalfields Ltd,Director
6559,6010,22735,R N Yadav,Bhushan Power & Steel Ltd,Whole Time Director- Technical
6560,6011,12068,R Nagarajan,Power Finance Corporation Ltd,Director (Finance)
6561,6012,526,R Naresh,TVS Srichakra Ltd,Executive Vice Chairman
6562,6013,2897,R Natarajan,Simplex Infrastructures Ltd,Director
6563,6014,16110,R Natarajan,Praxair India (P) Ltd,Director
6564,6015,16233,R P Agarwal,Gannon Dunkerley & Company Ltd,General Manager & CS
6565,6016,7065,R P Chowdhry,Sharda Motor Industries Ltd,Director
6566,6017,7065,R P Chowdhry,Sharda Motor Industries Ltd,Director
6567,6018,435,R P Goenka,Phillips Carbon Black Ltd,Chairman Emeritus
6568,6019,104,R P Goenka,CEAT Ltd,Chairman
6569,6020,22735,R P Goyal,Bhushan Power & Steel Ltd,Whole Time Director -Commercia
6570,6021,23580,R P Goyal,Jaipur Vidyut Vitran Nigam Ltd,Managing Director
6571,6022,23579,R P Goyal,Rajasthan Rajya Vidyut Utpadan Nigam Ltd,Director
6572,6023,26721,R P Gupta,Rail Vikas Nigam Ltd,Director (Part-Time)
6573,6024,13279,R P Gupta,Uranium Corporation Of India Ltd,Director (Finance)
6574,6025,265,R P Hinduja,Gulf Oil Corporation Ltd,Vice Chairman
6575,6026,7065,R P Kapur,Sharda Motor Industries Ltd,Director
6576,6027,1814,R P Khosla,Dewan Housing Finance Corporation Ltd,Director
6577,6028,12581,R P Samaddar,West Bengal Power Devp. Corpn. Ltd,Director
6578,6029,544,R P Sehgal,SML ISUZU Ltd,Director (Works)
6579,6030,556,R P Singh,TRF Ltd,Director
6580,6031,51,R P Singh,Bajaj Electricals Ltd,Director
6581,6032,12350,R P Singh,GAIL (India) Ltd,Part Time Non Official Ind.Dir
6582,6033,12399,R P Singh,Indian Farmers Fertilizer Cooperative Ltd,Director (Human Resources)
6583,6034,5455,R P Singh,Power Grid Corporation of India Ltd,Director (Personnel)
6584,6035,2831,R P Soni,Sangam (India) Ltd,Chairman
6585,6036,563,R Parthasarathy,Thirumalai Chemicals Ltd,Managing Director
6586,6037,997,R Poornalingam,Loyal Textile Mills Ltd,Director
6587,6038,1016,R Poornalingam,Titan Industries Ltd,Director
6588,6039,1129,R R Bagri,Kajaria Ceramics Ltd,Director
6589,6040,195,R R Bajaaj,Glaxosmithkline Pharma Ltd,Director
6590,6041,395,R R Krishnan,Mahindra Ugine Steel Company Ltd,Director
6591,6042,1909,R R Kumar,Rolta India Ltd,Director
6592,6043,1846,R R Maheshwari,Ginni Filaments Ltd,Director (Marketing &Busi. Dev
6593,6044,2227,R R Mandawewala,Welspun India Ltd,Managing Director
6594,6045,59,R R Nair,BASF India Ltd,Director
6595,6046,94,R R Nair,Brooke Bond Lipton India Ltd (Merged),Director
6596,6047,459,R R Nair,Punjab Tractors Ltd(merged),Nominee (LIC)
6597,6048,361,R R Patel,Mafatlal Industries Ltd,Company Secretary
6598,6049,27323,R R Pillai,JSW Energy Ltd,Director (Technical & Project)
6599,6050,88,R R Rai,Reliance Infrastructure Ltd,Director
6600,6051,56,R R Vederah,Ballarpur Industries Ltd,Executive Vice Chairman & MD
6601,6052,28186,R R Vederah,BILT Graphic Paper Products Ltd,Director
6602,6053,4112,R Raghuram,Balaji Distilleries Ltd(merged),Managing Director
6603,6054,538,R Raja Prakash,Sundaram Clayton Ltd,Company Secretary
6604,6055,346,R Rajendran,Lakshmi Machine Works Ltd,Director (Finance)
6605,6056,21196,R Ramachandra Rao,Steel Exchange India Ltd,Director
6606,6057,24429,R Ramakrishnan,Ennore Coke Ltd,Director
6607,6058,539,R Ramakrishnan,Sundram Fasteners Ltd,Director
6608,6059,8029,R Ramakrishnan,TVS Motor Company Ltd,Director
6609,6060,657,R Ramamurthy,Godfrey Phillips India Ltd,Whole-time Director
6610,6061,2296,R Ramanan,CMC Ltd,Managing Director & CEO
6611,6062,12312,R Ramanujan,Brakes India Ltd,Chairman & Managing Director
6612,6063,5482,R Ramaraju,Hindustan Steel Works Construction Ltd,Director
6613,6064,14871,R Ramesh Kumar,BGR Energy Systems Ltd,Company Secretary
6614,6065,15228,R Ravi,Sun TV Network Ltd,Company Secretary
6615,6066,15228,R Ravi,Sun TV Network Ltd,Company Secretary
6616,6067,1119,R Ravi,Pennar Industries Ltd,Company Secretary
6617,6068,976,R Ravichandran,Su-Raj Diamonds & Jewellery Ltd,Director (Operation)
6618,6069,12418,R Ravikumar,Konkan Railway Corporation Ltd,Director (Finance)
6619,6070,3367,R Ravivenkatesh,SpiceJet Ltd,Director
6620,6071,15228,R Ravivenkatesh,Sun TV Network Ltd,Director
6621,6072,6423,R S Agarwal,Emami Ltd,Chairman
6622,6073,357,R S Agarwal,Madras Cements Ltd,Director
6623,6074,866,R S Agrawal,Styrolution ABS (India) Ltd,Managing Director
6624,6075,4123,R S Bedi,Ind-Swift Ltd,Director
6625,6076,2338,R S Bedi,Mawana Sugars Ltd,Director
6626,6077,2339,R S Butola,Chennai Petroleum Corporation Ltd,Chairman
6627,6078,12002,R S Butola,Indian Oil Corporation Ltd,Chairman
6628,6079,6423,R S Goenka,Emami Ltd,Director
6629,6080,3617,R S Hugar,Ipca Laboratories Ltd,Independent Director
6630,6081,1814,R S Hugar,Dewan Housing Finance Corporation Ltd,Director
6631,6082,1026,R S Jalan,GHCL Ltd,Managing Director
6632,6083,25350,R S Joon,National Agricultural Co-Op Mktg Fedn of India,Director
6633,6084,24956,R S Kachru,DLF Commercial Developers Ltd,Director
6634,6085,2333,R S Lodha,Indian Petrochemicals Corporation Ltd(merged),Director
6635,6086,12584,R S Mina,NHPC Ltd,Director (Personnel)
6636,6087,28443,R S Nevatia,Parle Biscuits Pvt Ltd,Director
6637,6088,26453,R S P Sinha,Glodyne Technoserve Ltd,Director
6638,6089,12502,R S Pandey,Central Coalfields Ltd,Director
6639,6090,23039,R S S L N Bhaskarudu,GMR Infrastructure Ltd,Independent Director
6640,6091,12001,R S Sharma,NTPC Ltd,Chairman & Managing Director
6641,6092,154,R S Singh,Electrosteel Castings Ltd,Whole-time Director
6642,6093,3226,R S Sisodia,K S Oils Ltd,Director
6643,6094,12121,R S Sodhi,Gujarat Co-operative Milk Marketing Federation Ltd,Managing Director
6644,6095,13869,R S T Sai,THDC India Ltd,Chairman & Managing Director
6645,6096,14222,R S Tarneja,Gati Ltd,Director
6646,6097,446,R Sampath Kumar,Fag Bearings India Ltd,Director
6647,6098,24585,R Sankaran,Navin Fluorine International Limited,Director
6648,6099,25008,R Sarabeswar,Consolidated Construction Consortium Ltd,Chairman & CEO
6649,6100,346,R Satagopan,Lakshmi Machine Works Ltd,Director
6650,6101,3707,R Sathyamurthi,Riddhi Siddhi Gluco Biols Ltd,Director
6651,6102,664,R Seshasayee,ICICI Ltd (Merged),Director
6652,6103,31,R Seshasayee,Ashok Leyland Ltd,Executive Vice Chairman
6653,6104,2806,R Seshasayee,Infosys Ltd,Director
6654,6105,243,R Shahani,Novartis India Ltd,Vice Chairman & M.D.
6655,6106,348,R Shankar Raman,Larsen & Toubro Ltd,Whole-time Director
6656,6107,12298,R Shankar Raman,L & T Finance Ltd,Director
6657,6108,12298,R Shankar Raman,L & T Finance Ltd,Director
6658,6109,20695,R Sinha,Telco Construction Equipment Company Ltd,Managing Director
6659,6110,29303,R Sivagurunathan,Sicagen India Ltd,WTD & Additional Director
6660,6111,12421,R Soundararajan,Cethar Vessels Ltd,Company Secretary
6661,6112,12029,R Soundararajan,Engineers India Ltd,Company Secretary
6662,6113,12010,R Sreehari Rao,Electronics Corporation Of India Ltd,Director
6663,6114,3219,R Sreeram,Pidilite Industries Ltd,Addi.Direct. & Whole Time Dire
6664,6115,1745,R Sridhar,Shriram Transport Finance Company Ltd,Director
6665,6116,13156,R Sridharan,SBI Dfhi Ltd,Director
6666,6117,12312,R Srikanth,Brakes India Ltd,Joint Managing Director
6667,6118,20581,R Srinivasan,Mindtree Ltd,Director
6668,6119,12030,R Srinivasan,Hindustan Aeronautics Ltd,Managing Director
6669,6120,12586,R Srinivasan,Redington India Ltd,Managing Director
6670,6121,5656,R Srinivasan,HCL Technologies Ltd,Director
6671,6122,539,R Srinivasan,Sundram Fasteners Ltd,Director
6672,6123,573,R Srinivasan,Tube Investments of India Ltd,Director
6673,6124,102,R Srinivasan,Graphite India Ltd,Director
6674,6125,5498,R Srinivasan,Shriram Pistons & Rings Ltd,Joint MD & Company Secretary
6675,6126,5611,R Srinivasan,Elder Pharmaceuticals Ltd,Director
6676,6127,4301,R Srinivasan,TTK Prestige Ltd,Director
6677,6128,28300,R Srinivasan,J Kumar Infraprojects Ltd,Director
6678,6129,135,R Sriraman,Deepak Fertilizers & Petrochemicals Corp Ltd,Senior Vice President & CS
6679,6130,29086,R Subramanian,Subhiksha Trading Services Ltd,Managing Director
6680,6131,19197,R Subramanian,Saint Gobain Glass India Ltd,Whole-time Director
6681,6132,28369,R Sundararajan,Shriram EPC Ltd,Director
6682,6133,1127,R Swaminathan,Jain Irrigation Systems Ltd,Director (Technical)
6683,6134,5455,R T Agarwal,Power Grid Corporation of India Ltd,Director (Finance)
6684,6135,20711,R Thenmozhi,CavinKare Pvt Ltd,Whole-time Director
6685,6136,29,R V Bhimani,Arvind Ltd,Company Secretary
6686,6137,20600,R V Desai,Glenmark Pharmaceuticals Ltd,Executive Director
6687,6138,3511,R V Gumaste,Kirloskar Ferrous Industries Ltd,Managing Director
6688,6139,199,R V Gupta,Goodyear India Ltd,Director
6689,6140,2163,R V Kanoria,Cholamandalam Investment & Finance Company Ltd,Director
6690,6141,5772,R V Kanoria,JK Paper Ltd,Director
6691,6142,20561,R V Raghavan,Transport Corporation of India Ltd,Director
6692,6143,556,R V Raghavan,TRF Ltd,Director
6693,6144,12111,R V Ramanan,Hexaware Technologies Ltd,Executive Director
6694,6145,249,R V Ruia,Bajaj Hindusthan Ltd,Director
6695,6146,27443,R V S Rao,Sobha Developers Ltd,Director
6696,6147,3026,R V Satam,Lupin Ltd,Company Secretary
6697,6148,20287,R V Shahi,Jindal Steel & Power Ltd,Director
6698,6149,12193,R V Shastri,National Housing Bank,Director
6699,6150,2598,R V Shastri,NCC Ltd,Director
6700,6151,12193,R V Verma,National Housing Bank,Chairman & Managing Director
6701,6152,3126,R Vaidyanathan,Zee Entertainment Enterprises Ltd,Director
6702,6153,24065,R Vaidyanathan,Gujarat State Petronet Ltd,Director
6703,6154,28441,R Vasudevan,Vascon Engineers Ltd,Managing Director
6704,6155,2208,R Vasudevan,Balrampur Chini Mills Ltd,Director
6705,6156,124,R Vasudevan,Cosmo Films Ltd,Director
6706,6157,2298,R Venkata Rao,Bharat Electronics Ltd,Director(Parttime Non-officia)
6707,6158,29582,R Venkatachalam,SKS Ispat & Power Ltd,Director
6708,6159,23296,R Venkataraman,India Infoline Ltd,Managing Director
6709,6160,346,R Venkatrangappan,Lakshmi Machine Works Ltd,Chairman
6710,6161,1908,R Vidhya Shankar,Pricol Ltd,Director
6711,6162,1927,R Vidhya Shankar,L G Balakrishnan & Bros Ltd,Director
6712,6163,15992,R Vijayakrishnan,Aircel Ltd,Company Secretary
6713,6164,538,R Vijayaraghavan,Sundaram Clayton Ltd,Additional Director
6714,6165,426,R Wijeyakumar,OTIS Elevator Company (India) Ltd,Director
6715,6166,25424,Raaj Kumar,GMR Power Corporation Ltd,Director
6716,6167,26881,Raaja Jain,Varun Industries Ltd,Additional Director
6717,6168,3898,Raajnish Gossain,Hindustan Copper Ltd,Part Time Non Official Ind.Dir
6718,6169,19638,Raashi Zaveri,Tribhovandas Bhimji Zaveri Ltd,Whole-time Director
6719,6170,13819,Rabindra Nath Sengupta,Manaksia Ltd,Chairman
6720,6171,12059,Rabindra Singh,NMDC Ltd,Director (Personnel)
6721,6172,2334,Rachana Choudhury,ITI Ltd,Company Secretary
6722,6173,1369,Rachana Kokal,Man Industries (India) Ltd,Company Secretary
6723,6174,422,Rachna Goria,OCL India Ltd,Company Secretary
6724,6175,3029,Radha Singh,Chambal Fertilisers & Chemicals Ltd,Director
6725,6176,27387,Radha Singh,L T Foods Ltd,Independent Director
6726,6177,244,Radhakrishnan Menon,Cadbury India Ltd,Director
6727,6178,281,Radharaman Bhattacharya,IFB Industries Ltd,Director
6728,6179,3266,Radhey Shyam Agarwal,Videocon Industries Ltd,Director
6729,6180,1127,Radhika C Pereira,Jain Irrigation Systems Ltd,Director
6730,6181,720,Radhika Piramal,V I P Industries Ltd,Managing Director
6731,6182,636,Rafeeque Ahamed,Apollo Hospitals Enterprise Ltd,Director
6732,6183,16355,Rafique A Malik,Schreiber Dynamix Dairies Ltd,Director
6733,6184,1291,Raghav Jindal,Jindal Drilling & Industries Ltd,Managing Director
6734,6185,24988,Raghavachari Srinivasan,Mcleod Russel India Ltd,Director
6735,6186,27257,Raghaw Sharan Pandey,Adhunik Metaliks Ltd,Director
6736,6187,12055,Raghu Menon,Air India Ltd(merged),Director
6737,6188,12009,Raghu Menon,Indian Airlines Ltd,Director
6738,6189,23638,Raghubir Sinha,Haryana Power Generation Corporation Ltd,Director
6739,6190,15473,Raghunandana Srinivaschar Kadambi,IBM India Pvt Ltd,Director
6740,6191,4767,Raghunath A Mashelkar,Thermax Ltd,Director
6741,6192,476,Raghunath Anant Mashelkar,Reliance Industries Ltd,Director
6742,6193,22071,Raghunath Murti,Mahindra Intertrade Ltd,Managing Director
6743,6194,12076,Raghunath Prasad Singh,SJVN Ltd,Chairman & Managing Director
6744,6195,24846,Raghunath Ramdas,Syntel Ltd,Director
6745,6196,1021,Raghunathdas Somani,Videocon International Ltd(merged),Director
6746,6197,27753,Raghupathy Thyagarajan,Time Technoplast Ltd,Wholetime Director(Marketing)
6747,6198,27753,Raghupathy Thyagarajan,Time Technoplast Ltd,Whole-time Director
6748,6199,535,Raghupati Singhania,JK Lakshmi Cement Ltd,Director
6749,6200,304,Raghupati Singhania,JK Tyre & Industries Ltd,Vice Chairman & M.D.
6750,6201,2153,Raghupati Singhania,Radico Khaitan Ltd,Director
6751,6202,12359,Raghvendra Madhav,Aircel Cellular Ltd,Director
6752,6203,15992,Raghvendra Madhav,Aircel Ltd,Director
6753,6204,20655,Raghvendra Madhav,Dishnet Wireless Ltd,Director
6754,6205,14482,Rahim H Muljiani,FDC Ltd,Director
6755,6206,72,Rahul A Patel,Sintex Industries Ltd,Managing Director
6756,6207,3722,Rahul Bajaj,Bajaj Finance Ltd,Chairman
6757,6208,50,Rahul Bajaj,Bajaj Holdings & Investment Ltd,Chairman
6758,6209,28074,Rahul Bajaj,Bajaj Auto Ltd,Chairman
6759,6210,2626,Rahul Bedi,Dhampur Sugar Mills Ltd,Director
6760,6211,17808,Rahul C Shah,Adani Power Ltd,Company Secretary
6761,6212,27662,Rahul Kapoor,SEL Manufacturing Company Ltd,Company Secretary
6762,6213,29761,Rahul Khanna,Khanna Paper Mills Ltd,Whole-time Director
6763,6214,336,Rahul Kirloskar,Kirloskar Brothers Ltd,Director
6764,6215,15293,Rahul Kumar,Jaiprakash Associates Ltd,Whole Time Director & CFO
6765,6216,391,Rahul Mammen Mappillai,MRF Ltd,Whole-time Director
6766,6217,20287,Rahul Mehra,Jindal Steel & Power Ltd,Director
6767,6218,862,Rahul Mutha,Vippy Industries Ltd,Managing Director
6768,6219,2650,Rahul Raisurana,P I Industries Ltd,Nominee
6769,6220,1024,Rahul Rana,Asahi India Glass Ltd,Director
6770,6221,3169,Rahul Sengupta,Bhushan Steel Ltd,Whole Time Director- Technical
6771,6222,12832,Rahul Sethi,Kitchen Appliances India Ltd,Whole-time Director
6772,6223,2780,Rahul Yadav,Himadri Chemicals & Industries Ltd,Nominee
6773,6224,25578,Rahulkumar N Baldota,MSPL Ltd,Executive Director
6774,6225,59,Rainer Diercks,BASF India Ltd,Director
6775,6226,250,Rainer Simon,HSIL Ltd,Director
6776,6227,5326,Raj Chopra,Competent Automobiles Ltd,Chairman & Managing Director
6777,6228,13868,Raj Gopal,Gujarat Mineral Development Corporation Ltd,Director
6778,6229,16277,Raj K Chauhan,Parle Products Pvt Ltd,Managing Director
6779,6230,2650,Raj Kaul,P I Industries Ltd,Director
6780,6231,16940,Raj Kumar,Delhi Metro Rail Corporation Ltd,Director (Operation)
6781,6232,27828,Raj Kumar Aggarwal,Housing Development & Infrastructure Ltd,Director
6782,6233,535,Raj Kumar Bansal,JK Lakshmi Cement Ltd,Director
6783,6234,4936,Raj Kumar Gupta,Kothari Products Ltd,Company Secretary
6784,6235,7947,Raj Kumar Jain,Welspun Corp Ltd,Director
6785,6236,25093,Raj Kumar Kakrania,Dharampal Satyapal Ltd,Director
6786,6237,17136,Raj Kumar Lohia,J K Cements Ltd,Director
6787,6238,2705,Raj Kumar Somani,Sumeet Industries Ltd,Managing Director
6788,6239,12399,Raj Kumar Tripathi,Indian Farmers Fertilizer Cooperative Ltd,Director
6789,6240,27791,Raj Narain Bhardwaj,Reliance Infratel Ltd,Additional Director
6790,6241,24608,Raj P Gandhi,Varun Beverages Ltd,Director
6791,6242,17215,Raj Reddy,Tech Mahindra Ltd,Director
6792,6243,446,Raj Sarraf,Fag Bearings India Ltd,Company Secretary
6793,6244,12586,Raj Shankar,Redington India Ltd,Deputy Managing Director
6794,6245,20946,Raja Ram Saraf,SPS Steels Rolling Mills Ltd,Director
6795,6246,22951,Rajan Aggarwal,Krishna Knitwear Technology Ltd,Managing Director
6796,6247,27375,Rajan Arvind Dalal,Sutlej Textiles and Industries Ltd,Director
6797,6248,4727,Rajan B Raheja,Prism Cement Ltd,Director
6798,6249,3608,Rajan B Raheja,Supreme Petrochem Ltd,Director
6799,6250,15542,Rajan Bharti Mittal,Bharti Airtel Ltd,Director
6800,6251,13963,Rajan Bharti Mittal,Bharti Infotel Ltd(merged),Managing Director
6801,6252,12234,Rajan Bharti Mittal,Bharti Cellular Ltd(merged),Director
6802,6253,25091,Rajan Bharti Mittal,Bharti Mobile Ltd,Director
6803,6254,12029,Rajan Kapur,Engineers India Ltd,Company Secretary
6804,6255,16013,Rajan Nanda,Escotel Mobile Communications Ltd,Chairman
6805,6256,161,Rajan Nanda,Escorts Ltd,Chairman & Managing Director
6806,6257,150,Rajan Raheja,EIH Ltd,Director
6807,6258,2293,Rajan Saxena,Mahanagar Telephone Nigam Ltd,Director (Part-Time)
6808,6259,1846,Rajaram Jaipuria,Ginni Filaments Ltd,Chairman & Managing Director
6809,6260,245,Rajas R Doshi,Hindustan Construction Company Ltd,Director
6810,6261,14852,Rajashekhar Reddy,ABG Shipyard Ltd,Company Secretary
6811,6262,14852,Rajashekhar Reddy,ABG Shipyard Ltd,Company Secretary
6812,6263,23040,Rajashree Birla,Idea Cellular Ltd,Director
6813,6264,20185,Rajashree Birla,Essel Mining & Industries Ltd,Director
6814,6265,252,Rajashree Birla,Hindalco Industries Ltd,Director
6815,6266,911,Rajashree Birla,Indo Gulf Corporation Ltd (Merged),Director
6816,6267,285,Rajashree Birla,Aditya Birla Nuvo Ltd,Director
6817,6268,227,Rajashree Birla,Grasim Industries Ltd,Director
6818,6269,24951,Rajashree Birla,UltraTech Cement Ltd,Director
6819,6270,23003,Rajat Mishra,Rajasthan Rajya Vidyut Prasaran Nigam Ltd,Director
6820,6271,23308,Rajat Oberoi,Powerica Ltd,Joint Managing Director
6821,6272,27581,Rajbir Singh,C & C Constructions Ltd,Whole-time Director
6822,6273,992,Rajeesh Nema,National Steel & Agro Industries Ltd,Addtnl Independent Director
6823,6274,24429,Rajeev Agarwal,Ennore Coke Ltd,Director
6824,6275,199,Rajeev Anand,Goodyear India Ltd,Vice Chairman & M.D.
6825,6276,337,Rajeev Bakshi,Cummins India Ltd,Director
6826,6277,12585,Rajeev Bakshi,Marico Ltd,Director
6827,6278,24610,Rajeev Bakshi,Jindal Stainless Ltd,Additional Director
6828,6279,432,Rajeev Chopra,Philips Electronics India Ltd,Vice Chairman & M.D.
6829,6280,22071,Rajeev Dubey,Mahindra Intertrade Ltd,Director
6830,6281,60,Rajeev Gopalakrishnan,Bata India Ltd,Managing Director & CEO
6831,6282,4679,Rajeev Gupta,KEI Industries Ltd,Executive Director (Finance)
6832,6283,124,Rajeev Gupta,Cosmo Films Ltd,Director
6833,6284,2292,Rajeev Jaideva,MMTC Ltd,Director (Personnel)
6834,6285,24800,Rajeev Jain,Parsvnath Developers Ltd,Director (Marketing)
6835,6286,1076,Rajeev Jhawar,Usha Martin Ltd,Managing Director
6836,6287,27802,Rajeev Kakar,Fullerton India Credit Company Ltd,Director
6837,6288,3243,Rajeev Kalra,Spentex Industries Ltd,Nominee (CVCI)
6838,6289,18401,Rajeev Kumar Nahata,Tata Steel Processing & Distribution Ltd,Company Secretary
6839,6290,24268,Rajeev Mehrotra,Rites Ltd,Director (Finance)
6840,6291,1255,Rajeev Raj Kumar,Amtek Auto Ltd,Company Secretary
6841,6292,18075,Rajeev Sharma,Rural Electrification Corporation Ltd,Chairman & Managing Director
6842,6293,24988,Rajeev Takru,Mcleod Russel India Ltd,Whole-time Director
6843,6294,29545,Rajeev Thakore,A2Z Maintenance & Engineering Services Ltd,Director
